Statistiche Fantacalcio Stagione 2015 16,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
282,P,Por,Buffon,Juventus,35,6.21,5.8,0,17,1,0,0,0,0,1,0,0
387,P,Por,Reina,Napoli,37,6.12,5.32,0,29,0,0,0,0,0,1,0,0
484,P,Por,Viviano,Sampdoria,37,6.41,5.19,0,56,4,0,0,0,0,2,0,0
250,P,Por,Handanovic,Inter,36,6.32,5.39,0,34,1,0,0,0,0,5,0,0
41,P,Por,Mirante,Bologna,33,6.36,5.18,0,41,1,0,0,0,0,2,0,0
318,P,Por,Marchetti,Lazio,29,6.24,5.1,0,39,2,0,0,0,0,0,0,0
509,P,Por,Consigli,Sassuolo,37,6.15,5.16,0,38,2,0,0,0,0,3,1,1
4,P,Por,Sportiello,Atalanta,36,6.19,5.22,0,43,3,0,0,0,0,2,0,0
95,P,Por,Bizzarri,Chievo,35,6.19,5.1,0,43,2,0,0,0,0,2,0,0
218,P,Por,Perin,Genoa,25,6.36,5.24,0,30,1,0,0,0,0,2,0,0
453,P,Por,Szczesny,Roma,34,6.21,5.19,0,34,0,0,0,0,0,1,0,0
160,P,Por,Tatarusanu,Fiorentina,37,6.14,5.05,0,39,0,0,0,0,0,2,0,0
350,P,Por,Donnarumma G.,Milan,29,6.34,5.29,0,29,0,0,0,0,0,3,0,0
413,P,Por,Sorrentino,Palermo,35,6.36,4.69,0,58,0,0,0,0,0,1,0,0
720,P,Por,Belec,Carpi,30,6.13,4.85,0,41,1,0,0,0,0,1,0,0
133,P,Por,Skorupski,Empoli,31,6.21,4.79,0,43,0,0,0,0,0,2,0,0
543,P,Por,Padelli,Torino,35,6.03,4.5,0,50,0,0,0,0,0,3,0,1
570,P,Por,Karnezis,Udinese,38,6.13,4.63,0,60,1,0,0,0,0,0,0,0
610,P,Por,Gollini,Verona,26,6.21,4.48,0,44,0,0,0,0,0,2,0,0
188,P,Por,Leali,Frosinone,33,6.12,4.38,0,59,1,0,0,0,0,3,0,0
131,P,Por,Pelagotti,Empoli,6,6.42,5.58,0,5,0,0,0,0,0,0,0,0
217,P,Por,Lamanna,Genoa,13,6.27,4.73,0,18,0,0,0,0,0,0,0,1
611,P,Por,Rafael,Verona,12,5.67,4.08,0,18,0,0,0,0,0,0,1,0
799,P,Por,Bardi,Frosinone,2,6.75,6.5,0,3,1,0,0,0,0,1,0,0
97,P,Por,Seculin,Chievo,3,6.67,6,0,2,0,0,0,0,0,0,0,0
283,P,Por,Neto,Juventus,3,6.17,5.17,0,3,0,0,0,0,0,0,0,0
316,P,Por,Berisha,Lazio,11,6.05,5.09,0,13,1,0,0,0,0,1,0,0
3,P,Por,Radunovic,Atalanta,1,6.5,5.5,0,1,0,0,0,0,0,0,0,0
132,P,Por,Pugliesi,Empoli,1,6,5,0,1,0,0,0,0,0,0,0,0
158,P,Por,Lezzerini,Fiorentina,2,6.25,4.75,0,3,0,0,0,0,0,0,0,0
352,P,Por,Diego Lopez,Milan,8,5.75,3.94,0,14,0,0,0,0,0,1,0,0
412,P,Por,Colombi,Carpi,2,6.25,5.25,0,2,0,0,0,0,0,0,0,0
450,P,Por,De Sanctis,Roma,4,6.38,5.38,0,7,1,0,0,0,0,0,0,0
1,P,Por,Bassi,Atalanta,1,6.5,3.5,0,3,0,0,0,0,0,0,0,0
2,P,Por,Merelli,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
40,P,Por,Da Costa,Bologna,5,5.9,5,0,4,0,0,0,0,0,1,0,0
42,P,Por,Sarr M.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
43,P,Por,Stojanovic D.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
68,P,Por,Benussi,Carpi,4,5.75,5,0,3,0,0,0,0,0,0,0,0
69,P,Por,Brkic,Carpi,4,5.12,2.12,0,12,0,0,0,0,0,0,0,0
70,P,Por,Murano,Carpi,0,0,0,0,0,0,0,0,0,0,0,0,0
96,P,Por,Bressan,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0
159,P,Por,Sepe,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
190,P,Por,Pigliacelli,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
191,P,Por,Zappino,Frosinone,4,6,2.5,0,14,0,0,0,0,0,0,0,0
216,P,Por,Donnarumma An.,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
220,P,Por,Ujkani,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
248,P,Por,Berni,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
249,P,Por,Carrizo,Inter,2,6,4,0,4,0,0,0,0,0,0,0,0
284,P,Por,Rubinho,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
317,P,Por,Guerrieri,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
349,P,Por,Abbiati,Milan,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
351,P,Por,Agazzi,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
384,P,Por,Andujar,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
385,P,Por,Gabriel,Napoli,1,6,6,0,3,1,0,0,0,0,0,0,0
386,P,Por,Rafael Cabral,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
451,P,Por,Lobont,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
452,P,Por,Svedkauskas,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
481,P,Por,Brignoli,Sampdoria,1,6,1,0,5,0,0,0,0,0,0,0,0
483,P,Por,Puggioni,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
510,P,Por,Pegolo,Sassuolo,2,6.25,5,0,2,0,0,0,0,0,1,0,0
511,P,Por,Perilli,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
512,P,Por,Pomini,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
539,P,Por,Castellazzi,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
541,P,Por,Gomis L,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
542,P,Por,Ichazo,Torino,3,5.5,3.83,0,5,0,0,0,0,0,0,0,0
572,P,Por,Meret,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
573,P,Por,Romo,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
574,P,Por,Scuffet,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
609,P,Por,Coppola,Verona,1,6,3,0,1,0,0,0,0,0,0,0,1
