Statistiche Fantacalcio Stagione 2018 19,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
695,D,Dc,Toloi,Atalanta,21,6.07,6.19,1,0,0,0,0,0,3,1,1,1
2016,D,Dc,Fazio,Roma,34,5.85,6.21,5,0,0,0,0,0,0,6,0,0
2197,D,Dd;E,Castagne,Atalanta,27,6.04,6.5,4,0,0,0,0,0,2,3,0,0
2816,D,Dd;E,Di Lorenzo,Empoli,37,6.03,6.41,5,0,0,0,0,0,3,8,0,0
295,D,Ds;E,Asamoah,Inter,32,6.02,5.95,0,0,0,0,0,0,1,6,0,0
523,D,Dd;E,Vrsaljko,Inter,9,6.06,6.17,0,0,0,0,0,0,2,2,0,0
2006,D,Dd;E,Lirola,Sassuolo,35,5.99,6.21,2,0,0,0,0,0,7,2,0,2
2309,D,Dc,Pezzella Ger.,Fiorentina,32,6.03,6.09,2,0,0,0,0,0,1,6,0,1
2310,D,Dd;E,Cancelo,Juventus,24,6.1,6.19,1,0,0,0,0,0,2,6,0,0
2759,D,Ds;Dc,Criscito,Genoa,35,6.01,6.1,2,0,0,1,1,0,4,12,1,0
253,D,Dd;Ds;E,D'ambrosio,Inter,29,5.95,6.19,2,0,0,0,0,0,4,6,0,0
388,D,Dc,Albiol,Napoli,19,5.79,5.84,1,0,0,0,0,0,0,4,0,0
492,D,Dc,Silvestre,Empoli,34,5.84,5.87,2,0,0,0,0,0,0,6,0,1
708,D,Dc,Felipe,SPAL,28,5.84,5.96,3,0,0,0,0,0,1,13,0,0
1895,D,Dc,Ferrari G.,Sassuolo,31,5.97,6.21,4,0,0,0,0,0,0,9,0,0
2164,D,Dd;Dc,Milenkovic,Fiorentina,34,5.93,6.06,3,0,0,0,0,0,0,7,1,0
2168,D,Dc,Musacchio,Milan,29,6.02,6.09,1,0,0,0,0,0,0,2,0,0
2320,D,Dc,Andersen,Sampdoria,32,6.02,5.91,0,0,0,0,0,0,0,7,0,0
2860,D,Dd;E,Malcuit,Napoli,23,6.11,6.15,0,0,0,0,0,0,2,3,0,0
4332,D,Dc,Demiral,Sassuolo,14,6.29,6.61,2,0,0,0,0,0,0,3,0,0
15,D,Dd;Dc,Masiello,Atalanta,23,5.83,5.67,0,0,0,0,0,0,1,5,0,1
142,D,Ds;E,Mario Rui,Napoli,19,5.82,5.87,1,0,0,0,0,0,1,4,1,0
252,D,Ds;E,Biraghi,Fiorentina,36,5.89,6,1,0,0,0,0,0,5,8,0,0
390,D,Ds;E,Ghoulam,Napoli,15,6,6.33,1,0,0,0,0,0,3,2,0,0
1864,D,Dc,Bruno Alves,Parma,33,6.03,6.21,4,0,0,0,0,0,1,8,1,1
2169,D,Ds;E,Rodriguez R.,Milan,35,5.84,5.83,0,0,0,0,0,0,2,5,0,0
2181,D,Dc,Palomino,Atalanta,28,6.05,6.07,1,0,0,0,0,0,1,5,1,0
2261,D,Dc,Vicari,SPAL,28,5.95,6.09,2,0,0,0,0,0,1,6,0,0
2315,D,Dd;Dc,Stryger Larsen,Udinese,36,5.86,5.97,1,0,0,0,0,0,4,6,0,0
2746,D,Ds;E,Dijks,Bologna,24,6,5.98,1,0,0,0,0,0,0,5,1,0
2865,D,Dd;Ds;E,Aina,Torino,29,5.91,6.02,1,0,0,0,0,0,3,4,1,0
4307,D,Dc,Romero,Genoa,27,6,6,2,0,0,0,0,0,1,10,2,0
73,D,Ds;Dc,Gagliolo,Parma,34,5.87,5.68,0,0,0,0,0,0,1,7,0,2
140,D,Dd;Ds;E,Hysaj,Napoli,25,5.76,5.76,0,0,0,0,0,0,2,4,0,0
224,D,Dc,De Maio,Udinese,22,5.86,5.89,1,0,0,0,0,0,0,3,1,0
357,D,Dd;E,Calabria,Milan,25,5.9,5.96,1,0,0,0,0,0,1,5,0,0
358,D,Dd;Ds;E,De Sciglio,Juventus,20,6.02,6.02,0,0,0,0,0,0,1,2,0,0
790,D,Ds;Dc,Samir,Udinese,21,5.88,6.05,2,0,0,0,0,0,1,7,0,0
1866,D,Dc,Ceppitelli,Cagliari,24,5.92,5.81,1,0,0,0,0,0,1,5,2,1
1868,D,Ds;E,Murru,Sampdoria,34,5.82,5.84,0,0,0,0,0,0,5,9,0,0
1869,D,Dd;Ds;Dc,Pisacane,Cagliari,26,5.83,5.87,1,0,0,0,0,0,1,6,0,0
2083,D,Dd;Dc,Biraschi,Genoa,34,5.81,5.68,0,0,0,0,0,0,0,3,1,1
2120,D,Dc,Bastoni,Parma,21,5.95,6.05,1,0,0,0,0,0,0,2,0,0
2192,D,Dc,Bonifazi,SPAL,27,5.94,6.13,2,0,0,0,0,0,0,2,0,0
2279,D,Dc,Romagna,Cagliari,18,6.06,6,0,0,0,0,0,0,0,2,0,0
2280,D,Dc,Nuytinck,Udinese,27,5.87,5.76,0,0,0,0,0,0,0,4,1,0
2749,D,Dd;E,Srna,Cagliari,26,5.94,5.96,0,0,0,0,0,0,4,5,1,0
50,D,Dd;Ds;Dc,Mbaye,Bologna,23,5.8,5.96,2,0,0,0,0,0,0,5,0,0
106,D,E,Mattiello,Bologna,16,5.72,5.84,1,0,0,0,0,0,1,2,1,0
144,D,Dc,Tonelli,Sampdoria,19,5.84,5.74,1,0,0,0,0,0,0,6,0,1
166,D,Ds;E,Pasqual,Empoli,20,5.82,6.02,1,0,0,1,1,0,2,2,0,0
256,D,Ds;Dc,Juan Jesus,Roma,18,5.78,5.72,1,0,0,0,0,0,0,4,0,1
257,D,Dc,Miranda,Inter,14,5.82,5.71,0,0,0,0,0,0,0,3,0,0
294,D,Dc,Rugani,Juventus,15,5.93,6.23,2,0,0,0,0,0,0,3,0,0
329,D,Ds;Dc,Radu,Lazio,28,5.8,5.75,0,0,0,0,0,0,1,5,0,0
353,D,Dd;E,Abate,Milan,18,6.06,5.94,0,0,0,0,0,0,0,4,0,0
491,D,Dc,Salamon,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,3,0,0
519,D,Dd;E,Gazzola,Parma,16,5.81,5.91,1,0,0,0,0,0,0,3,0,0
552,D,Ds;Dc,Moretti,Torino,23,5.96,5.85,0,0,0,0,0,0,0,5,0,0
780,D,Dc,Cionek,SPAL,30,5.77,5.58,0,0,0,0,0,0,2,12,2,0
787,D,Dc,Djimsiti,Atalanta,22,5.84,5.86,1,0,0,0,0,0,1,3,0,1
1876,D,Ds;E,Pajac,Empoli,13,6,6.35,2,0,0,0,0,0,1,5,0,0
1931,D,Dc,Benatia,Juventus,5,6.3,6.1,0,0,0,0,0,0,0,2,0,0
1952,D,Dd;Ds;E,Zampano,Frosinone,26,5.71,5.73,0,0,0,0,0,0,1,1,0,0
2062,D,Dc,Bastos,Lazio,17,5.82,5.91,1,0,0,0,0,0,0,3,0,0
2116,D,Dd;E,Farago',Cagliari,24,5.83,5.81,1,0,0,0,0,0,1,7,1,0
2165,D,Dc,Vitor Hugo,Fiorentina,29,5.88,5.76,0,0,0,0,0,0,1,7,1,0
2171,D,Dc,Lyanco,Bologna,14,5.89,5.96,1,0,0,0,0,0,0,2,1,0
2285,D,Dc,Bani,Chievo,30,5.65,5.43,0,0,0,0,0,0,0,7,1,1
2335,D,Dc,Luiz Felipe,Lazio,17,5.94,6.06,1,0,0,0,0,0,1,4,0,0
2355,D,Dc,Marlon,Sassuolo,18,5.69,5.72,1,0,0,0,0,0,0,3,1,0
2769,D,Dc,Magnani,Sassuolo,18,6.11,6.11,0,0,0,0,0,0,1,2,0,0
2784,D,Dc,Colley,Sampdoria,21,5.93,5.88,0,0,0,0,0,0,0,0,1,0
2801,D,Dd;Dc,Iacoponi,Parma,38,5.71,5.66,0,0,0,0,0,0,0,4,0,0
2869,D,Ds;Dc,Djidji,Torino,16,5.97,5.91,0,0,0,0,0,0,0,2,0,0
2870,D,Dc,Troost-Ekong,Udinese,35,5.79,5.73,0,0,0,0,0,0,0,4,0,0
48,D,Dc,Maietta,Empoli,21,5.62,5.5,0,0,0,0,0,0,0,5,0,0
54,D,Dd;Dc,Rossettini,Chievo,21,5.55,5.43,0,0,0,0,0,0,0,5,0,0
99,D,Dd;Ds;E,Cacciatore,Cagliari,14,5.86,5.89,0,0,0,0,0,0,2,3,0,0
134,D,Dc,Barba,Chievo,30,5.6,5.45,0,0,0,0,0,0,0,5,2,0
254,D,Ds;E,Dimarco,Parma,11,6.14,6.23,1,0,0,0,0,0,0,4,0,0
273,D,Dd;E,Schelotto,Chievo,4,6,6,0,0,0,0,0,0,0,0,0,0
418,D,Dc,Goldaniga,Frosinone,29,5.57,5.6,1,0,0,0,0,0,1,6,0,0
493,D,Ds;Dc,Zukanovic,Genoa,24,5.69,5.58,0,0,0,0,0,0,0,5,0,0
515,D,Dc,Ariaudo,Frosinone,19,5.76,5.61,0,0,0,0,0,0,0,2,0,1
517,D,Ds;Dc,Dell'orco,Empoli,14,5.89,6.14,1,0,0,0,0,0,1,1,0,0
521,D,Ds;Dc,Peluso,Sassuolo,16,5.62,5.66,1,0,0,0,0,0,0,5,0,0
522,D,Dc,Terranova,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
550,D,Dc,Maksimovic,Napoli,17,5.88,5.76,0,0,0,0,0,0,0,4,0,0
630,D,Dd;E,Sala,Sampdoria,19,5.87,5.79,0,0,0,0,0,0,1,5,0,0
1847,D,Dc,Caldara,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,D,Ds;E,Spinazzola,Juventus,9,6,6.11,0,0,0,0,0,0,1,0,0,0
1865,D,Ds;Dc,Capuano,Frosinone,27,5.67,5.54,0,0,0,0,0,0,0,5,1,0
1891,D,Dd;Dc,Ceccherini,Fiorentina,13,5.77,5.65,0,0,0,0,0,0,0,3,0,0
2064,D,Dd;Ds;Dc,Veseli,Empoli,29,5.59,5.52,0,0,0,0,0,0,0,4,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,25,5.66,5.6,0,0,0,0,0,0,2,5,1,0
2208,D,Ds;E,Jaroszynski,Chievo,19,5.63,5.58,0,0,0,0,0,0,0,2,0,0
2318,D,Ds;E,Rogerio,Sassuolo,32,5.64,5.59,1,0,0,0,0,0,1,9,1,0
2535,D,Dd;E,Cedric Soares,Inter,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
2728,D,Ds;E,Pellegrini Lu.,Cagliari,16,5.91,5.84,0,0,0,0,0,0,2,4,1,0
2795,D,Dd;E,Ter Avest,Udinese,13,5.92,6,0,0,0,0,0,0,1,0,0,0
2871,D,Dc,Klavan,Cagliari,15,5.9,5.83,0,0,0,0,0,0,0,2,0,0
11,D,Dd;E,Conti,Milan,9,5.78,5.83,0,0,0,0,0,0,2,3,0,0
76,D,Dc,Romagnoli S.,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
100,D,Dc,Cesar,Chievo,13,5.42,5.54,1,0,0,0,0,0,0,3,0,0
287,D,Dd;Dc,Caceres,Juventus,12,5.79,5.75,0,0,0,0,0,0,0,1,0,0
356,D,Ds;E,Antonelli,Empoli,12,5.83,5.88,0,0,0,0,0,0,1,1,0,0
365,D,Dc,Zapata C.,Milan,12,6.08,5.92,0,0,0,0,0,0,0,4,0,0
419,D,Dc,Gonzalez G,Bologna,11,5.73,5.73,0,0,0,0,0,0,1,2,0,0
551,D,Ds;E,Molinaro,Frosinone,14,5.61,5.54,0,0,0,0,0,0,0,2,0,0
615,D,Dc,Helander,Bologna,19,5.74,5.58,0,0,0,0,0,0,0,6,0,0
729,D,Dd;E,Pereira P.,Genoa,20,5.52,5.5,0,0,0,0,0,0,0,1,0,0
2745,D,Dd;Dc,Calabresi,Bologna,17,5.79,5.74,1,0,0,0,0,0,0,8,0,0
2782,D,Dc,Marcano,Roma,10,5.55,5.55,0,0,0,0,0,0,0,0,0,0
2831,D,Dc,Djourou,SPAL,5,5.6,5.6,0,0,0,0,0,0,0,0,0,0
141,D,Dd;E,Laurini,Fiorentina,13,5.81,5.65,0,0,0,0,0,0,0,4,0,0
169,D,Dd;Dc,Tomovic,Chievo,10,5.6,5.85,1,0,0,0,0,0,0,1,0,0
194,D,Dd;E,Ciofani M,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
244,D,Dd;E,Ghiglione,Frosinone,9,5.83,5.94,1,0,0,0,0,0,0,4,0,0
262,D,Dd;Ds;E,Santon,Roma,13,5.69,5.77,0,0,0,0,0,0,1,0,0,0
327,D,Dd;Ds;E,Patric,Lazio,14,5.75,5.71,0,0,0,0,0,0,0,1,0,0
817,D,Ds;E,Costa F,SPAL,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0
1999,D,E,Lukaku J.,Lazio,7,5.79,5.71,0,0,0,0,0,0,0,1,0,0
2007,D,Dc,Wallace,Lazio,15,5.57,5.2,0,0,0,0,0,0,0,3,0,2
2180,D,Dd;E,Karsdorp,Roma,9,5.78,5.72,0,0,0,0,0,0,0,1,0,0
2289,D,Ds;E,Dalbert,Inter,11,5.73,5.73,0,0,0,0,0,0,1,2,0,0
2758,D,Dc,Gunter,Genoa,12,5.67,5.62,0,0,0,0,0,0,0,1,0,0
2793,D,Dc,Opoku,Udinese,11,5.45,5.23,0,0,0,0,0,0,0,5,0,0
2810,D,Dd;Ds;Dc,Brighenti,Frosinone,11,5.64,5.45,0,0,0,0,0,0,0,4,0,0
45,D,Dd;Dc,Ferrari A.,Sampdoria,6,5.67,5.5,0,0,0,0,0,0,0,2,0,0
78,D,Dc,Spolli,Genoa,7,5.43,5,0,0,0,0,0,0,0,2,0,1
103,D,Dd;Ds;Dc,Frey,Chievo,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
105,D,Ds;E,Gobbi,Parma,15,5.43,5.4,0,0,0,0,0,0,1,3,0,0
251,D,Dc,Andreolli,Chievo,10,5.4,5.25,0,0,0,0,0,0,0,3,0,0
285,D,Dc,Barzagli,Juventus,4,6,6,0,0,0,0,0,0,0,0,0,0
393,D,Ds;Dc,Luperto,Napoli,10,5.65,5.65,0,0,0,0,0,0,0,0,0,0
490,D,Ds;Dc,Regini,SPAL,3,6,6,0,0,0,0,0,0,0,0,0,0
640,D,Dc,Chiriches,Napoli,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
663,D,Dd;E,Krafth,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
824,D,Dd;E,Adjapong,Sassuolo,4,6,6.62,1,0,0,0,0,0,0,1,0,0
1984,D,Dc,Angella,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,D,Dd;Dc,Letschert,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,D,Dc,Lemos,Sassuolo,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0
2651,D,Dc,Lisandro Lopez,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,D,Ds;E,Lykogiannis,Cagliari,10,5.5,5.55,0,0,0,0,0,0,1,1,0,0
2752,D,Dc,Rasmussen,Empoli,13,5.31,5.27,0,0,0,0,0,0,1,3,0,0
2754,D,Ds;Dc,Hancko,Fiorentina,4,5.88,6.12,0,0,0,0,0,0,1,0,0,0
2772,D,Ds;E,Durmisi,Lazio,8,5.56,5.31,0,0,0,0,0,0,0,4,0,0
2787,D,Dd;E,Dickmann,SPAL,4,5.5,5.38,0,0,0,0,0,0,0,1,0,0
4323,D,Ds;E,Zeegelaar,Udinese,12,5.46,5.17,0,0,0,0,0,0,0,5,1,0
4329,D,Dc,Nikolaou,Empoli,4,6,6,0,0,0,0,0,0,0,0,0,0
261,D,Dc,Ranocchia,Inter,2,6,5.75,0,0,0,0,0,0,0,1,0,0
583,D,Dc,Heurtaux,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
770,D,Ds;E,Pezzella Giu.,Genoa,5,5.2,4.9,0,0,0,0,0,0,0,1,1,0
1867,D,Dc,Krajnc,Frosinone,9,5.44,5.28,0,0,0,0,0,0,0,3,0,0
2052,D,Dc,Gomez G,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,D,Dd;E,Venuti,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,D,Dc,Vaisanen,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,D,Dc,El Yamiq,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,D,Ds;E,Reca,Atalanta,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
2747,D,Ds;Dc,Paz,Bologna,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0
2788,D,Dc,Bremer,Torino,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
2797,D,Ds;E,Junior Tavares,Sampdoria,3,5.67,5.5,0,0,0,0,0,0,0,1,0,0
2800,D,Dc,Di Cesare,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,D,Dd;E;M,Untersee,Empoli,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0
2829,D,Dd;Dc,Valjent,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,D,Dc,Ibanez,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,D,Dc,Wilmot,Udinese,3,5.17,5.17,0,0,0,0,0,0,0,1,0,0
319,D,Dd;E,Basta,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
362,D,Dc,Simic S,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
363,D,Dc,Vergara,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
395,D,Ds;E,Strinic,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
575,D,Ds;E,Adnan,Atalanta,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
587,D,Dc,Wague,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0
1918,D,Dd;E,Diks,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,D,Dc,Simic L,SPAL,4,5.38,5.38,0,0,0,0,0,0,0,0,0,0
2182,D,Dc,Rigione,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,D,Ds;E,Konate,SPAL,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,D,Dc,Leverbe,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,D,Dc,Hristov,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,D,Dc,Tanasijevic,Chievo,1,5,4,0,0,0,0,0,0,0,0,1,0
2737,D,Dc,Bettella,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,D,Dc,Varnier,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,D,Dc,Marcjanik,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,D,Dd;E,Lakicevic,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
