Statistiche Fantacalcio Stagione 2020 21,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
5304,P,Por,Boer,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,P,Por,Alia,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,P,Por,Gasparini,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,P,Por,Rinaldi,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,P,Por,Farelli,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,D,Dd;Ds;E,Hakimi,Inter,35,6.43,7.17,7,0,0,0,0,0,8,6,0,0
2160,D,E,Gosens,Atalanta,32,6.27,7.28,11,0,0,0,0,0,6,7,1,1
4292,D,Ds;E,Hernandez T.,Milan,33,6.21,6.86,7,0,0,0,0,0,5,9,0,0
554,D,Dd;E,Zappacosta,Genoa,25,6.22,6.72,4,0,0,0,0,0,2,3,0,0
798,D,Dc,Skriniar,Inter,32,6.31,6.58,3,0,0,0,0,0,0,1,0,0
254,D,Ds;E,Dimarco,Verona,35,6.14,6.57,5,0,0,0,0,0,3,6,0,0
697,D,Dd;E,Cuadrado,Juventus,29,6.31,6.64,2,0,0,1,1,0,9,9,1,0
2788,D,Dc,Bremer,Torino,33,6.08,6.5,5,0,0,0,0,0,0,2,0,0
4237,D,Dd;Ds;E,Danilo,Juventus,34,6.29,6.41,1,0,0,0,0,0,4,6,0,0
4307,D,Dc,Romero,Atalanta,31,6.34,6.44,2,0,0,0,0,0,2,10,0,0
581,D,Dd;E,Faraoni,Verona,34,6.07,6.46,4,0,0,0,0,0,5,8,0,0
2180,D,Dd;E,Karsdorp,Roma,34,6.06,6.29,1,0,0,0,0,0,6,2,0,0
2296,D,Dc,Mancini,Roma,33,6.14,6.41,4,0,0,0,0,0,2,10,0,0
2525,D,Dd;Ds;E,Darmian,Inter,23,6.2,6.63,3,0,0,0,0,0,3,5,0,0
322,D,Dc,De Vrij,Inter,32,6.22,6.28,1,0,0,0,0,0,0,2,0,0
706,D,Ds;E,Ansaldi,Torino,26,6.04,6.33,1,0,0,1,1,0,5,1,0,0
357,D,Dd;Ds;E,Calabria,Milan,32,6.23,6.28,2,0,0,0,0,0,1,7,0,1
1852,D,Dd;Ds;E,Spinazzola,Roma,25,6.2,6.52,2,0,0,0,0,0,4,0,0,1
2280,D,Dc,Nuytinck,Udinese,19,6.24,6.37,1,0,0,0,0,0,0,1,0,0
2633,D,Dc,Kjaer,Milan,28,6.27,6.25,0,0,0,0,0,0,1,3,0,0
4428,D,Dc,De Ligt,Juventus,25,6.22,6.3,1,0,0,0,0,0,1,4,0,0
4751,D,Dc,Tomori,Milan,17,6.26,6.44,1,0,0,0,0,0,0,0,0,0
4998,D,Dd;E,Molina N.,Udinese,25,5.84,6.26,2,0,0,0,0,0,5,1,0,0
226,D,Dd;Dc,Izzo,Torino,25,5.96,6.14,2,0,0,0,0,0,0,3,0,0
662,D,Ds;E,Alex Sandro,Juventus,24,6.06,6.23,2,0,0,0,0,0,1,2,0,1
2120,D,Dc,Bastoni,Inter,33,6.11,6.08,0,0,0,0,0,0,2,6,0,0
2816,D,Dd;E,Di Lorenzo,Napoli,36,5.97,6.15,3,0,0,0,0,0,3,11,0,0
4895,D,Dc,Yoshida,Sampdoria,29,6.1,6.21,1,0,0,0,0,0,2,5,0,0
74,D,Dd;Ds;E,Letizia,Benevento,22,6,6.41,3,0,0,0,0,0,1,2,0,0
252,D,Ds;E,Biraghi,Fiorentina,35,5.91,6.03,1,0,0,0,0,0,5,8,0,0
787,D,Dc,Djimsiti,Atalanta,33,6.09,6.03,0,0,0,0,0,0,2,8,0,0
1895,D,Dc,Ferrari G.,Sassuolo,34,6.07,6.03,0,0,0,0,0,0,2,7,0,0
2130,D,Dd;E,Hateboer,Atalanta,22,6.16,6.41,2,0,0,0,0,0,1,3,0,0
2197,D,E,Castagne,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,D,Ds;E,Augello,Sampdoria,37,5.92,6.03,1,0,0,0,0,0,3,2,1,0
253,D,Dd;Dc;E,D'ambrosio,Inter,8,6.06,7.12,3,0,0,0,0,0,0,2,0,0
286,D,Dc,Bonucci,Juventus,25,5.98,6.16,2,0,0,0,0,0,0,3,0,0
513,D,Dc,Acerbi,Lazio,32,6.05,5.94,0,0,0,0,0,0,1,7,1,0
770,D,Ds;E,Pezzella Giu.,Parma,24,6.04,6.19,1,0,0,0,0,0,4,7,0,0
2164,D,Dd;Dc,Milenkovic,Fiorentina,34,5.84,5.97,3,0,0,0,0,0,0,7,1,0
2181,D,Dc,Palomino,Atalanta,31,5.97,6.05,1,0,0,0,0,0,1,3,0,0
2653,D,Ds;E,Lykogiannis,Cagliari,30,5.8,6.1,4,0,0,0,0,0,2,6,2,0
2784,D,Dc,Colley,Sampdoria,29,5.88,5.98,2,0,0,0,0,0,0,6,0,0
4409,D,Dd;Ds;Dc,Rrahmani,Napoli,14,6.14,6.29,1,0,0,0,0,0,0,2,0,0
5332,D,Ds;E,Bastoni S.,Spezia,21,6,6.26,1,0,0,0,0,0,6,7,0,0
392,D,Dc,Koulibaly,Napoli,26,6.17,5.98,0,0,0,0,0,0,0,8,1,0
464,D,Dd;E,Florenzi,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
695,D,Dc,Toloi,Atalanta,31,5.94,5.97,2,0,0,0,0,0,0,10,0,0
2315,D,Dd;Dc;E,Stryger Larsen,Udinese,32,5.8,5.98,2,0,0,0,0,0,0,0,0,0
2572,D,Dc,Godin,Cagliari,28,5.89,5.95,1,0,0,0,0,0,0,3,0,0
2739,D,Ds;E,Reca,Crotone,30,5.9,6.05,2,0,0,0,0,0,2,7,0,0
2747,D,Ds;Dc,Paz,Bologna,6,6,6.5,1,0,0,0,0,0,0,0,0,0
2759,D,Ds;Dc;E,Criscito,Genoa,22,6.09,6.09,1,0,0,1,1,0,0,6,0,0
4422,D,Dd;Dc,Tomiyasu,Bologna,31,5.94,6,2,0,0,0,0,0,0,4,0,1
4899,D,Dd;Dc;E,Singo,Torino,27,5.91,6.02,1,0,0,0,0,0,2,2,1,0
140,D,Dd;Ds;E,Hysaj,Napoli,21,5.93,5.93,0,0,0,0,0,0,1,2,0,0
329,D,Ds;Dc,Radu,Lazio,30,5.82,5.88,0,0,0,0,0,0,3,2,0,0
459,D,Dc,Manolas,Napoli,29,6,5.91,0,0,0,0,0,0,0,5,0,0
790,D,Ds;Dc,Samir,Udinese,29,5.9,5.9,1,0,0,0,0,0,0,6,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,31,5.84,5.9,1,0,0,0,0,0,0,2,0,0
2192,D,Dc,Bonifazi,Udinese,28,5.88,5.8,0,0,0,0,0,0,0,4,0,0
2214,D,Ds;Dc;E,Kolarov,Inter,4,5.12,5.38,0,0,0,0,0,0,1,0,0,0
2707,D,Dd;Ds;E,Young,Inter,22,5.91,6.14,1,0,0,0,0,0,4,4,0,0
2758,D,Dc,Gunter,Verona,25,5.98,5.98,0,0,0,0,0,0,2,4,0,0
4242,D,Dd;Ds;E,Dalot,Milan,17,5.91,6.03,1,0,0,0,0,0,1,4,0,0
4412,D,Dc,Rodrigo Becao,Udinese,33,5.82,5.83,1,0,0,0,0,0,0,5,0,0
4461,D,Dd;E,Zappa,Cagliari,31,5.85,5.94,0,0,0,0,0,0,4,3,0,0
4521,D,Dd;Dc;E,Muldur,Sassuolo,27,5.96,5.96,0,0,0,0,0,0,1,2,0,0
4891,D,Dc,Soumaoro,Bologna,20,5.82,5.88,1,0,0,0,0,0,0,4,0,0
4982,D,Dc,Erlic,Spezia,22,5.82,6.14,3,0,0,0,0,0,1,6,0,0
4994,D,Dd;E,Vojvoda,Torino,19,5.71,6.03,2,0,0,0,0,0,2,4,0,0
5375,D,Dd;E,Maehle,Atalanta,18,5.92,6.03,0,0,0,0,0,0,2,0,0,0
244,D,Dd;E,Ghiglione,Genoa,23,5.89,5.98,0,0,0,0,0,0,4,4,0,0
261,D,Dc,Ranocchia,Inter,8,6.25,6.25,0,0,0,0,0,0,1,2,0,0
287,D,Dd;Ds;Dc,Caceres,Fiorentina,26,5.73,5.96,2,0,0,0,0,0,2,4,0,0
288,D,Dc,Chiellini,Juventus,16,6.09,5.91,0,0,0,0,0,0,1,4,0,1
294,D,Dc,Rugani,Cagliari,12,5.79,6.04,1,0,0,0,0,0,1,2,0,0
460,D,Dc,Romagnoli,Milan,22,5.98,6,1,0,0,0,0,0,1,7,0,0
487,D,Dd;E,De Silvestri,Bologna,28,5.71,5.86,2,0,0,0,0,0,0,4,0,0
546,D,Dd;E,Bruno Peres,Roma,26,5.87,5.94,1,0,0,0,0,0,2,6,0,0
640,D,Dd;Dc,Chiriches,Sassuolo,23,5.7,5.78,2,0,0,0,0,0,1,6,0,1
729,D,Dd;E,Pereira P.,Crotone,34,5.72,5.75,0,0,0,0,0,0,4,6,0,0
2006,D,Dd;E,Lirola,Fiorentina,11,5.91,5.86,0,0,0,0,0,0,1,3,0,0
2309,D,Dc,Pezzella Ger.,Fiorentina,32,5.75,5.77,1,0,0,0,0,0,0,5,0,0
4426,D,Dd;Ds;E,Toljan,Sassuolo,24,5.79,5.83,0,0,0,0,0,0,2,2,0,0
4958,D,Ds;Dc,Caldirola,Benevento,22,5.75,5.91,2,0,0,0,0,0,0,3,1,0
5010,D,Dc,Ismajli,Spezia,16,5.78,5.94,1,0,0,0,0,0,1,1,1,0
73,D,Ds;Dc,Gagliolo,Parma,26,5.69,5.81,2,0,0,0,0,0,0,6,0,0
142,D,Ds;E,Mario Rui,Napoli,24,5.92,5.9,0,0,0,0,0,0,1,4,0,0
144,D,Dc,Tonelli,Sampdoria,22,5.95,5.84,1,0,0,0,0,0,0,11,0,0
358,D,Dd;Ds;E,De Sciglio,Juventus,1,6,6,0,0,0,0,0,0,0,0,0,0
548,D,Dc,Glik,Benevento,36,5.65,5.67,2,0,0,0,0,0,1,7,1,1
1891,D,Dd;Dc,Ceccherini,Verona,28,5.91,5.66,0,0,0,0,0,0,0,10,0,1
2062,D,Dc,Bastos,Lazio,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
2252,D,Ds;Dc,Marchizza,Spezia,22,5.84,5.84,0,0,0,0,0,0,2,4,0,0
2318,D,Ds;E,Rogerio,Sassuolo,26,5.88,5.81,0,0,0,0,0,0,0,4,0,0
2769,D,Dc,Magnani,Verona,23,6.09,5.83,0,0,0,0,0,0,0,8,0,1
2865,D,Dd;E,Aina,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,D,Ds;Dc,Djidji,Crotone,18,5.58,5.64,1,0,0,0,0,0,0,4,0,0
2870,D,Dc,Troost-Ekong,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,D,Ds;E,Zeegelaar,Udinese,24,5.79,5.79,1,0,0,0,0,0,0,6,0,0
4493,D,Dc,Dawidowicz,Verona,27,5.87,5.72,0,0,0,0,0,0,0,9,0,0
4530,D,Ds;E,Kyriakopoulos,Sassuolo,21,5.79,5.86,1,0,0,0,0,0,0,1,1,0
5323,D,Dc,Martinez Quarta,Fiorentina,19,5.87,5.87,1,0,0,0,0,0,0,4,1,0
15,D,Dd;Dc,Masiello,Genoa,30,5.68,5.58,0,0,0,0,0,0,0,6,0,0
134,D,Ds;Dc,Barba,Benevento,32,5.7,5.58,0,0,0,0,0,0,2,8,0,1
295,D,Ds;E,Asamoah,Cagliari,7,5.93,5.93,0,0,0,0,0,0,0,0,0,0
418,D,Dc,Goldaniga,Genoa,24,5.85,5.73,0,0,0,0,0,0,1,8,0,0
425,D,Dc,Terzi,Spezia,24,5.67,5.65,1,0,0,0,0,0,1,7,1,0
1866,D,Dc,Ceppitelli,Cagliari,19,5.74,5.66,0,0,0,0,0,0,0,3,0,0
2016,D,Dc,Fazio,Roma,5,5.9,6.3,1,0,0,0,0,0,0,2,0,0
2083,D,Dd;Dc;E,Biraschi,Genoa,13,5.77,5.69,0,0,0,0,0,0,0,2,0,0
2141,D,Dd;E,Depaoli,Benevento,20,5.55,5.4,0,0,0,0,0,0,0,2,0,1
2174,D,Dd;Ds;E,Venuti,Fiorentina,24,5.67,5.58,0,0,0,0,0,0,1,3,0,1
2289,D,Ds;E,Dalbert,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,D,Dc,Smalling,Roma,14,5.93,5.89,0,0,0,0,0,0,1,3,0,0
4331,D,Dc,Ibanez,Roma,30,5.82,5.67,0,0,0,0,0,0,1,5,1,1
4332,D,Dc,Demiral,Juventus,11,6.09,6.14,0,0,0,0,0,0,1,1,0,0
4494,D,Ds;Dc,Empereur,Verona,4,5.62,5.5,0,0,0,0,0,0,0,1,0,0
4495,D,Dc,Kumbulla,Roma,19,5.87,5.84,1,0,0,0,0,0,0,7,0,0
4881,D,Ds;E,Czyborra,Genoa,17,5.76,5.88,1,0,0,0,0,0,0,2,0,0
4925,D,Ds;Dc,Carboni A.,Cagliari,14,5.64,5.64,0,0,0,0,0,0,1,2,0,0
4967,D,Dc,Golemic,Crotone,28,5.46,5.57,2,0,0,1,1,0,0,4,1,0
4999,D,Ds;E,Ouwejan,Udinese,10,6.1,6.3,0,0,0,0,0,0,2,0,0,0
5000,D,Dc,Magallan,Crotone,28,5.55,5.52,1,0,0,0,0,0,1,10,0,0
45,D,Dd;Dc,Ferrari A.,Sampdoria,10,6,5.85,0,0,0,0,0,0,0,3,0,0
84,D,Dc,Marrone,Crotone,19,5.34,5.03,0,0,0,0,0,0,0,8,0,1
139,D,Dc,Dermaku,Parma,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
141,D,Dd;E,Laurini,Parma,12,5.5,5.46,0,0,0,0,0,0,0,1,0,0
327,D,Dd;Dc;E,Patric,Lazio,23,5.72,5.59,0,0,0,0,0,0,1,8,0,0
365,D,Dc,Zapata C.,Genoa,12,5.83,5.75,0,0,0,0,0,0,0,2,0,0
454,D,Dc,Capradossi,Spezia,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0
578,D,Dc,Danilo Lar.,Bologna,35,5.6,5.51,0,0,0,0,0,0,1,8,0,0
824,D,Dd;E,Adjapong,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,D,Dc,Bruno Alves,Parma,19,5.5,5.58,1,0,0,0,0,0,0,3,0,0
2143,D,Dc,Cuomo,Crotone,12,5.58,5.42,0,0,0,0,0,0,0,4,0,0
2285,D,Dc,Bani,Parma,25,5.68,5.48,0,0,0,0,0,0,0,10,0,0
2288,D,Dc,N'koulou,Torino,18,5.64,5.67,1,0,0,0,0,0,0,5,0,0
2355,D,Dc,Marlon,Sassuolo,21,5.62,5.5,0,0,0,0,0,0,0,4,1,0
2724,D,Ds;Dc,Buongiorno,Torino,12,5.67,5.5,0,0,0,0,0,0,0,4,0,0
2746,D,Ds;E,Dijks,Bologna,20,5.7,5.52,0,0,0,0,0,0,0,5,1,0
4403,D,Dc,Chabot,Spezia,22,5.75,5.68,1,0,0,0,0,0,1,9,1,0
4407,D,Ds;Dc,Igor,Fiorentina,18,5.67,5.53,0,0,0,0,0,0,0,5,0,0
4529,D,Dd;Ds;E,Ankersen,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
4934,D,Dc,Lovato,Verona,21,5.93,5.81,0,0,0,0,0,0,0,5,0,0
4960,D,Dc,Tuia,Benevento,26,5.6,5.6,1,0,0,0,0,0,0,6,0,0
4976,D,Dd;Dc,Kalulu,Milan,10,5.65,5.9,1,0,0,0,0,0,0,1,0,0
4983,D,Dd;E,Ferrer,Spezia,16,5.88,5.81,0,0,0,0,0,0,1,4,0,0
4985,D,Dd;E,Vignali,Spezia,21,5.57,5.43,0,0,0,0,0,0,0,4,1,0
5307,D,Dc,Valenti,Parma,9,5.44,5.44,0,0,0,0,0,0,0,0,0,0
5326,D,Dd;E,Busi,Parma,19,5.37,5.34,0,0,0,0,0,0,1,3,0,0
50,D,Dd;Ds;E,Mbaye,Bologna,7,5.64,5.93,1,0,0,0,0,0,0,2,0,0
106,D,Dd;Ds;E,Mattiello,Spezia,1,6,6,0,0,0,0,0,0,0,0,0,0
224,D,Dc,De Maio,Udinese,11,5.73,5.73,0,0,0,0,0,0,0,1,0,0
256,D,Ds;Dc,Juan Jesus,Roma,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
262,D,Dd;Ds;E,Santon,Roma,10,5.7,5.55,0,0,0,0,0,0,0,3,0,0
390,D,Ds;E,Ghoulam,Napoli,8,6.19,6.12,0,0,0,0,0,0,0,1,0,0
423,D,Dd;E,Rispoli,Crotone,15,5.77,5.63,0,0,0,0,0,0,0,4,0,0
1999,D,E,Lukaku J.,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0
2116,D,Dd;E,Farago',Bologna,6,5.5,5.33,0,0,0,0,0,0,0,2,0,0
2171,D,Dc,Lyanco,Torino,23,5.5,5.33,0,0,0,0,0,0,0,8,0,0
2335,D,Dc,Luiz Felipe,Lazio,14,5.86,5.68,0,0,0,0,0,0,0,5,0,0
2795,D,Dd;E,Ter Avest,Udinese,5,5.4,5.4,0,0,0,0,0,0,0,0,0,0
2871,D,Dc,Klavan,Cagliari,11,5.55,5.5,0,0,0,0,0,0,0,1,0,0
4420,D,Ds;Dc,Bocchetti,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,D,Dc,Cetin,Verona,6,5.92,5.83,0,0,0,0,0,0,0,1,0,0
4959,D,Ds;E,Foulon,Benevento,19,5.58,5.37,0,0,0,0,0,0,0,4,0,1
4966,D,Ds;Dc,Gigliotti,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,D,Dc,Ayhan,Sassuolo,13,5.81,5.73,0,0,0,0,0,0,0,2,0,0
4984,D,Ds;E,Ramos,Spezia,4,5.5,5.38,0,0,0,0,0,0,0,1,0,0
5293,D,E,Mojica,Atalanta,5,5.5,5.4,0,0,0,0,0,0,0,1,0,0
5327,D,Dc,Osorio,Parma,22,5.61,5.57,0,0,0,0,0,0,0,2,0,0
5353,D,Dc,Balogh,Parma,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
5355,D,Ds;E,Udogie,Verona,5,6,5.9,0,0,0,0,0,0,0,1,0,0
5376,D,Dc,Pastina,Benevento,3,6.33,6.5,0,0,0,0,0,0,1,1,0,0
5377,D,Ds;E,Ricci G.,Parma,2,6,6,0,0,0,0,0,0,0,0,0,0
5381,D,Dc,Dierckx,Parma,6,5.42,5.33,0,0,0,0,0,0,0,1,0,0
5385,D,Ds;E,Zagaritis,Parma,2,6,6,0,0,0,0,0,0,0,0,0,0
5398,D,Dd;E,Reynolds,Roma,5,5.6,5.6,0,0,0,0,0,0,0,0,0,0
5399,D,Dc,Antov,Bologna,4,5.38,5.25,0,0,0,0,0,0,0,1,0,0
11,D,Dd;E,Conti,Parma,9,5.39,5.22,0,0,0,0,0,0,0,3,0,0
78,D,Dc,Spolli,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0
235,D,Ds;E,Laxalt,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
324,D,Dc,Hoedt,Lazio,12,5.67,5.42,0,0,0,0,0,0,0,6,0,0
393,D,Ds;Dc,Luperto,Crotone,22,5.41,5.3,0,0,0,0,0,0,0,3,1,0
394,D,Dd;E,Maggio,Benevento,6,5.33,5.17,0,0,0,0,0,0,0,2,0,0
490,D,Ds;Dc;E,Regini,Sampdoria,1,4.5,2.5,0,0,0,0,0,0,0,0,0,1
514,D,Dd;Dc,Antei,Benevento,0,0,0,0,0,0,0,0,0,0,0,0,0
517,D,Ds;Dc,Dell'orco,Spezia,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0
519,D,Dd;E,Gazzola,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
521,D,Ds;Dc,Peluso,Sassuolo,3,5.5,5.33,0,0,0,0,0,0,0,1,0,0
550,D,Dd;Dc,Maksimovic,Napoli,14,5.46,5.29,0,0,0,0,0,0,0,1,0,1
630,D,Dd;E,Sala,Spezia,6,5.25,5.17,0,0,0,0,0,0,0,1,0,0
1847,D,Dc,Caldara,Atalanta,4,5.88,5.75,0,0,0,0,0,0,0,1,0,0
1868,D,Ds;E,Murru,Torino,11,5.77,5.77,0,0,0,0,0,0,0,0,0,0
1869,D,Dd;Ds;Dc,Pisacane,Cagliari,4,5.25,5.12,0,0,0,0,0,0,0,1,0,0
1876,D,Ds;E,Pajac,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,D,Ds;E,Mazzotta,Crotone,1,4.5,4,0,0,0,0,0,0,0,1,0,0
