Statistiche Fantacalcio Stagione 2016 17,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
2092,P,Por,Coppola D,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,P,Por,Cucchietti,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,P,Por,Satalino,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,P,Por,Falcone,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,P,Por,Crosta,Cagliari,1,7,9,0,1,1,0,0,0,0,0,0,0
11,D,Dd;E,Conti,Atalanta,33,6.26,6.92,8,0,0,0,0,0,4,12,0,0
513,D,Dc,Acerbi,Sassuolo,38,6.16,6.45,4,0,0,1,1,0,0,2,0,0
423,D,Dd;E,Rispoli,Palermo,32,6.23,6.81,6,0,0,0,0,0,3,5,0,0
15,D,Dd;Dc,Masiello,Atalanta,35,6.34,6.47,3,0,0,0,0,0,0,9,0,0
165,D,Ds;E,Marcos Alonso,Fiorentina,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
1847,D,Dc,Caldara,Atalanta,30,6.28,6.92,7,0,0,0,0,0,0,4,0,0
2016,D,Dc,Fazio,Roma,36,6.18,6.33,2,0,0,0,0,0,1,3,0,0
286,D,Dc,Bonucci,Juventus,29,6.09,6.31,3,0,0,0,0,0,0,5,0,0
392,D,Dc,Koulibaly,Napoli,28,6.27,6.38,2,0,0,0,0,0,0,6,0,0
662,D,Ds;E,Alex Sandro,Juventus,26,6.23,6.52,3,0,0,0,0,0,3,5,0,1
322,D,Dc,De Vrij,Lazio,27,6.24,6.48,2,0,0,0,0,0,2,3,0,0
1895,D,Dc,Ferrari G.,Crotone,37,5.99,6.15,3,0,0,0,0,0,1,8,0,0
166,D,Ds;E,Pasqual,Empoli,32,5.94,6.08,2,0,0,1,1,0,2,7,0,0
459,D,Dc,Manolas,Roma,32,6.11,6,0,0,0,0,0,0,0,7,0,0
492,D,Dc,Silvestre,Sampdoria,36,6,6,0,0,0,0,0,0,2,2,1,0
546,D,Dd;E,Bruno Peres,Roma,28,5.93,6.12,2,0,0,0,0,0,1,3,0,0
695,D,Dc,Toloi,Atalanta,31,5.97,5.85,0,0,0,0,0,0,0,7,0,0
140,D,Dd;Ds;E,Hysaj,Napoli,34,5.81,5.63,0,0,0,0,0,0,0,8,0,1
253,D,Dd;Ds;E,D'ambrosio,Inter,32,5.83,6.11,3,0,0,0,0,0,2,4,0,0
388,D,Dc,Albiol,Napoli,26,6.17,6.06,0,0,0,0,0,0,1,8,0,0
390,D,Ds;E,Ghoulam,Napoli,27,5.93,6.13,0,0,0,0,0,0,6,1,0,0
417,D,Ds;E,Emerson P.,Roma,24,6.21,6.23,0,0,0,0,0,0,1,1,0,0
554,D,Dd;E,Zappacosta,Torino,28,6.04,6.27,1,0,0,0,0,0,4,1,0,0
588,D,Dd;E,Widmer,Udinese,28,5.91,6.02,0,0,0,0,0,0,4,2,0,0
1891,D,Dd;Dc,Ceccherini,Crotone,35,5.91,5.87,1,0,0,0,0,0,0,9,0,0
257,D,Dc,Miranda,Inter,32,5.88,5.78,0,0,0,0,0,0,0,6,0,0
288,D,Ds;Dc,Chiellini,Juventus,20,6.1,6.35,2,0,0,0,0,0,1,4,0,0
291,D,E;M,Isla,Cagliari,34,5.76,5.88,1,0,0,0,0,0,6,10,0,0
292,D,Dd;E,Lichtsteiner,Juventus,25,5.92,6.02,1,0,0,0,0,0,2,5,0,0
319,D,Dd;E,Basta,Lazio,27,5.94,6.09,1,0,0,0,0,0,2,2,0,0
460,D,Dc,Romagnoli,Milan,27,5.91,5.94,1,0,0,0,0,0,1,4,1,0
552,D,Ds;Dc,Moretti,Torino,23,5.85,5.96,1,0,0,0,0,0,2,5,0,0
578,D,Dc,Danilo Lar.,Udinese,36,5.83,5.79,2,0,0,0,0,0,0,9,1,1
642,D,Dc,Astori,Fiorentina,33,5.94,5.92,2,0,0,0,0,0,0,11,1,0
656,D,Dc,Rudiger,Roma,25,6,5.9,0,0,0,0,0,0,2,7,1,0
1896,D,Ds;E,Martella,Crotone,29,5.83,5.76,0,0,0,0,0,0,0,4,0,0
1931,D,Dc,Benatia,Juventus,15,6.23,6.33,1,0,0,0,0,0,0,3,0,0
1952,D,Dd;Ds;E,Zampano,Pescara,34,5.81,5.93,0,0,0,0,0,0,5,2,0,0
167,D,Dc,Rodriguez Go,Fiorentina,26,5.77,5.69,1,0,0,0,0,0,0,6,2,0
198,D,Dd;E,Rosi,Crotone,30,5.95,5.88,1,0,0,0,0,0,1,12,0,0
285,D,Dc,Barzagli,Juventus,20,6.12,6.08,0,0,0,0,0,0,0,2,0,0
360,D,Dc,Paletta,Milan,30,5.87,5.82,2,0,0,0,0,0,1,3,5,1
708,D,Dc,Felipe,Udinese,32,5.84,5.83,1,0,0,0,0,0,1,9,0,0
798,D,Dc,Skriniar,Sampdoria,35,5.7,5.61,0,0,0,0,0,0,0,4,1,0
1869,D,Dd;Dc,Pisacane,Cagliari,29,5.67,5.69,1,0,0,0,0,0,1,7,0,0
1932,D,Dd;E,Dani Alves,Juventus,16,6,6.28,2,0,0,0,0,0,1,5,0,0
1979,D,Ds;E,Barreca,Torino,27,5.94,5.98,0,0,0,0,0,0,2,2,0,0
48,D,Dc,Maietta,Bologna,29,5.81,5.71,0,0,0,0,0,0,1,8,0,0
54,D,Dd;Dc,Rossettini,Torino,30,5.82,5.78,1,0,0,0,0,0,0,8,0,0
99,D,Dd;Ds;E,Cacciatore,Chievo,29,5.84,5.83,1,0,0,0,0,0,1,7,1,0
105,D,Ds;E,Gobbi,Chievo,30,5.72,5.8,1,0,0,0,0,0,2,5,0,0
138,D,Ds;Dc,Costa,Empoli,25,5.76,5.8,2,0,0,0,0,0,0,6,0,1
294,D,Dc,Rugani,Juventus,14,6.5,6.79,2,0,0,0,0,0,0,4,0,0
324,D,Dc,Hoedt,Lazio,23,5.87,5.93,2,0,0,0,0,0,0,5,0,1
418,D,Dc,Goldaniga,Palermo,28,5.43,5.34,2,0,0,0,0,0,0,11,1,1
461,D,Dd;Ds,Torosidis,Bologna,25,5.7,5.68,1,0,0,0,0,0,0,5,1,0
464,D,E;C;W,Florenzi,Roma,9,6.17,6.33,0,0,0,0,0,0,3,3,0,0
487,D,Dd;E,De Silvestri,Torino,16,5.84,6.12,1,0,0,0,0,0,2,1,0,0
490,D,Ds;Dc;E,Regini,Sampdoria,34,5.66,5.71,0,0,0,0,0,0,4,5,0,0
521,D,Ds;Dc;E,Peluso,Sassuolo,33,5.71,5.65,1,0,0,0,0,0,1,12,0,0
663,D,Dd;E,Krafth,Bologna,25,5.62,5.52,0,0,0,0,0,0,0,1,2,0
780,D,Dc,Cionek,Palermo,28,5.68,5.54,0,0,0,0,0,0,0,8,0,0
790,D,Dc,Samir,Udinese,21,6.05,6.07,0,0,0,0,0,0,2,3,0,0
1868,D,Ds;E,Murru,Cagliari,26,5.69,5.67,0,0,0,0,0,0,1,3,0,0
1999,D,Ds;E,Lukaku J.,Lazio,15,6.17,6.17,0,0,0,0,0,0,1,2,0,0
2006,D,Dd;E,Lirola,Sassuolo,21,5.74,5.81,0,0,0,0,0,0,3,3,0,0
2051,D,Ds;E,Aleesami,Palermo,31,5.69,5.76,1,0,0,0,0,0,2,6,0,0
47,D,Dc,Gastaldello,Bologna,24,5.79,5.52,0,0,0,0,0,0,1,11,2,0
49,D,Ds;E,Masina,Bologna,30,5.73,5.7,1,0,0,0,0,0,0,6,1,0
104,D,Dc,Gamberini,Chievo,20,6.02,6.15,1,0,0,0,0,0,0,1,0,0
141,D,Dd;E,Laurini,Empoli,24,5.52,5.44,0,0,0,0,0,0,0,2,1,0
222,D,Dc,Burdisso,Genoa,35,5.64,5.5,0,0,0,0,0,0,0,10,0,0
226,D,Dd;Dc,Izzo,Genoa,29,5.88,5.72,0,0,0,0,0,0,2,5,0,2
251,D,Dc,Andreolli,Inter,4,6.12,6.88,1,0,0,0,0,0,0,0,0,0
256,D,Ds;Dc,Juan Jesus,Roma,17,5.79,5.65,0,0,0,0,0,0,0,5,0,0
329,D,Ds;Dc,Radu,Lazio,29,5.78,5.84,2,0,0,0,0,0,1,10,0,0
358,D,Dd;Ds;E,De Sciglio,Milan,25,5.66,5.58,0,0,0,0,0,0,0,4,0,0
365,D,Dc,Zapata C.,Milan,14,5.75,5.96,1,0,0,0,0,0,0,0,0,0
414,D,Dc,Andelkovic,Palermo,21,5.74,5.74,0,0,0,0,0,0,1,3,0,0
420,D,Ds;E,Lazaar,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0
516,D,Dc,Cannavaro,Sassuolo,18,5.69,5.81,1,0,0,0,0,0,0,2,0,0
580,D,E,Edenilson,Genoa,14,5.93,6,0,0,0,0,0,0,3,2,1,0
640,D,Dd;Dc,Chiriches,Napoli,13,6.12,6.58,2,0,0,0,0,0,0,0,0,0
706,D,Dd;Ds;E,Ansaldi,Inter,21,5.71,5.52,0,0,0,0,0,0,1,8,1,0
1864,D,Dc,Bruno Alves,Cagliari,36,5.5,5.49,1,0,0,0,0,0,0,5,1,0
1898,D,Dd;Dc;E,Sampirisi,Crotone,20,5.72,5.9,1,0,0,0,0,0,1,1,0,0
1912,D,Dc,Bellusci,Empoli,33,5.67,5.53,1,0,0,0,0,0,0,15,0,0
1984,D,Dc,Angella,Udinese,13,5.92,5.88,1,0,0,0,0,0,0,3,0,1
2007,D,Dc,Wallace,Lazio,21,5.83,5.81,1,0,0,0,0,0,0,3,0,1
2060,D,Ds;E,Milic,Fiorentina,16,5.97,6.03,0,0,0,0,0,0,3,4,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,12,5.71,5.75,0,0,0,0,0,0,1,1,0,0
50,D,Dd;E,Mbaye,Bologna,14,5.68,5.32,0,0,0,0,0,0,1,4,0,2
78,D,Dc,Spolli,Chievo,20,5.82,5.62,0,0,0,0,0,0,0,8,0,0
100,D,Dc,Cesar,Chievo,16,5.44,5.34,1,0,0,0,0,0,0,8,1,0
101,D,Dc,Dainelli,Chievo,26,5.77,5.54,0,0,0,0,0,0,0,8,0,1
252,D,Ds;E,Biraghi,Pescara,35,5.56,5.51,1,0,0,2,1,1,4,11,0,0
259,D,Dc,Murillo,Inter,26,5.67,5.56,0,0,0,0,0,0,0,6,0,0
262,D,Dd;Ds;E,Santon,Inter,12,5.58,5.62,0,0,0,0,0,0,1,1,0,0
290,D,Ds;E,Evra,Juventus,3,6.33,6.33,0,0,0,0,0,0,0,0,0,0
323,D,Dc,Gentiletti,Genoa,15,5.67,5.63,0,0,0,0,0,0,1,1,1,0
353,D,Dd;E,Abate,Milan,23,5.7,5.74,0,0,0,0,0,0,2,2,0,0
357,D,Dd;E,Calabria,Milan,11,5.82,5.77,0,0,0,0,0,0,1,3,0,0
395,D,Ds;E,Strinic,Napoli,12,6.25,6.29,0,0,0,0,0,0,2,3,0,0
493,D,Ds;Dc,Zukanovic,Atalanta,18,5.94,5.92,0,0,0,0,0,0,0,1,0,0
1938,D,Ds;E,Vangioni,Milan,12,5.79,5.62,0,0,0,0,0,0,0,4,0,0
1948,D,Dd;Dc,Campagnaro,Pescara,18,5.78,5.78,2,0,0,0,0,0,0,8,0,1
2083,D,Dd;Dc,Biraschi,Genoa,6,6,5.92,0,0,0,0,0,0,0,2,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,15,5.8,5.7,0,0,0,0,0,0,0,4,0,0
103,D,Dd;Ds,Frey,Chievo,15,5.67,5.6,0,0,0,0,0,0,0,2,0,0
169,D,Dd;Dc,Tomovic,Fiorentina,25,5.54,5.34,0,0,0,0,0,0,1,12,0,0
260,D,Dd;Ds;E,Nagatomo,Inter,15,5.53,5.47,0,0,0,0,0,0,0,2,0,0
327,D,Dd;E,Patric,Lazio,16,5.75,5.69,0,0,0,0,0,0,1,4,0,0
356,D,Ds;E,Antonelli,Milan,6,6.17,6.08,0,0,0,0,0,0,0,1,0,0
419,D,Dc,Gonzalez G,Palermo,20,5.5,5.38,1,0,0,0,0,0,0,7,2,0
424,D,Dd;Dc;E,Struna,Palermo,0,0,0,0,0,0,0,0,0,0,0,0,0
491,D,Dc,Salamon,Cagliari,10,5.45,5.4,0,0,0,0,0,0,0,1,0,0
517,D,Ds;Dc,Dell'orco,Sassuolo,9,5.78,5.78,0,0,0,0,0,0,0,0,0,0
519,D,Dd;E,Gazzola,Sassuolo,16,5.75,5.72,0,0,0,0,0,0,1,3,0,0
545,D,Dc,Bovo,Pescara,13,5.62,5.38,0,0,0,0,0,0,0,6,0,0
551,D,Ds;E,Molinaro,Torino,10,5.75,5.85,0,0,0,0,0,0,2,2,0,0
729,D,Dd;E,Pereira P.,Sampdoria,10,5.45,5.2,0,0,0,0,0,0,0,5,0,0
1927,D,Ds;E,Erkin,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,D,Dc,Fornasier,Pescara,20,5.45,5.35,0,0,0,0,0,0,0,4,0,0
2052,D,Dc,Gomez G,Milan,13,5.65,5.5,0,0,0,0,0,0,0,4,0,0
2064,D,Dd;Ds;Dc,Veseli,Empoli,17,5.56,5.59,0,0,0,0,0,0,2,3,0,0
16,D,E,Raimondi,Atalanta,6,5.42,5.17,0,0,0,0,0,0,0,3,0,0
52,D,Dc,Oikonomou,Bologna,17,5.44,5.41,0,0,0,0,0,0,0,1,0,0
134,D,Dc,Barba,Empoli,11,5.77,5.64,0,0,0,0,0,0,0,3,0,0
144,D,Dc,Tonelli,Napoli,3,6.5,8.17,2,0,0,0,0,0,0,2,0,0
197,D,Ds;E,Pavlovic D.,Sampdoria,9,5.44,5.33,0,0,0,0,0,0,0,2,0,0
224,D,Dc,De Maio,Fiorentina,6,5.33,5.25,0,0,0,0,0,0,0,1,0,0
254,D,Ds;E,Dimarco,Empoli,9,5.94,6,0,0,0,0,0,0,1,2,0,0
455,D,Dc,Castan,Torino,13,6,5.85,0,0,0,0,0,0,0,4,0,0
514,D,Dd;Dc,Antei,Sassuolo,14,5.68,5.75,1,0,0,0,0,0,0,4,0,0
515,D,Ds;Dc,Ariaudo,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
544,D,Ds;E,Avelar,Torino,3,5.83,5.67,0,0,0,0,0,0,0,1,0,0
547,D,Ds;Dc;E,Gaston Silva,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
549,D,Dc,Jansson,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
550,D,Dd;Dc,Maksimovic,Napoli,8,5.56,5.88,1,0,0,0,0,0,0,1,0,0
575,D,Ds;E,Adnan,Udinese,14,5.57,5.5,0,0,0,0,0,0,0,2,0,0
583,D,Dc,Heurtaux,Udinese,9,5.78,5.72,0,0,0,0,0,0,1,3,0,0
615,D,Dc,Helander,Bologna,10,5.65,5.8,1,0,0,0,0,0,0,3,0,0
660,D,Dc,Gyomber,Pescara,10,5.25,5.05,0,0,0,0,0,0,0,4,0,0
787,D,Dd;Ds;Dc,Djimsiti,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
802,D,Ds;E,Armero,Udinese,2,5.25,5,0,0,0,0,0,0,0,1,0,0
824,D,Dd;E,Adjapong,Sassuolo,6,5.67,5.92,1,0,0,0,0,0,0,3,0,0
1866,D,Dc,Ceppitelli,Cagliari,19,5.42,5.18,0,0,0,0,0,0,0,5,0,1
1922,D,Ds;E,Renzetti,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,D,Dc,Zuparic,Pescara,5,5.2,5.1,0,0,0,0,0,0,0,1,0,0
2015,D,Dd;Dc,Letschert,Sassuolo,9,5.67,5.44,0,0,0,0,0,0,0,2,1,0
2037,D,Ds;Dc,Miangue,Cagliari,5,6,5.9,0,0,0,0,0,0,0,1,0,0
2062,D,Dc,Bastos,Lazio,10,5.55,5.25,0,0,0,0,0,0,0,4,1,0
2067,D,Dc,Salcedo,Fiorentina,17,5.56,5.41,0,0,0,0,0,0,1,7,0,0
2118,D,Dc,Sunjic,Palermo,4,5.25,5.12,0,0,0,0,0,0,0,1,0,0
2120,D,Dc,Bastoni,Atalanta,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
8,D,Ds;E,Brivio,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
10,D,Dc,Cherubin,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
13,D,Ds;E,Drame',Atalanta,9,5.67,5.61,0,0,0,0,0,0,0,1,0,0
17,D,Dc,Stendardo,Pescara,9,5.39,5.33,0,0,0,0,0,0,0,1,0,0
18,D,Dc,Suagher,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
45,D,Dd;Dc,Ferrari A.,Bologna,1,5,5,0,0,0,0,0,0,0,0,0,0
51,D,Ds;E,Morleo,Bologna,1,6,6,0,0,0,0,0,0,0,0,0,0
71,D,Dc,Bubnjic,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
106,D,Dd;Ds;E,Mattiello,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
108,D,Dd;E,Sardo,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0
135,D,Dd;Ds;E,Bittante,Cagliari,4,5,4.62,0,0,0,0,0,0,0,3,0,0
142,D,Ds;E,Mario Rui,Roma,4,5.62,5.5,0,0,0,0,0,0,0,1,0,0
161,D,Dd;Dc,Bagadur,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
223,D,Dd;E,Cissokho,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
227,D,Ds;Dc,Marchese,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
255,D,Ds;E,Dodo' R.,Sampdoria,7,5.36,5.36,0,0,0,0,0,0,0,0,0,0
261,D,Dc,Ranocchia,Inter,5,5,4.8,0,0,0,0,0,0,0,2,0,0
325,D,Dd;E,Konko,Atalanta,10,5.9,5.8,0,0,0,0,0,0,0,2,0,0
326,D,Dc,Mauricio N.,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
361,D,Dc,Rodrigo Ely,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
393,D,Dc,Luperto,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
394,D,Dd;E,Maggio,Napoli,5,6.1,6.1,0,0,0,0,0,0,0,0,0,0
427,D,Dd;Dc,Vitiello,Palermo,5,5.2,5.1,0,0,0,0,0,0,0,1,0,0
457,D,Dd;Ds;E,Crescenzi,Pescara,19,5.45,5.53,0,0,0,0,0,0,2,1,0,0
486,D,Dc,Coda,Pescara,13,5.27,4.96,0,0,0,0,0,0,0,6,1,0
488,D,Ds;E,Mesbah,Crotone,9,5.61,5.56,0,0,0,0,0,0,0,1,0,0
518,D,Dd;Dc,Fontanesi,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
522,D,Dc,Terranova,Sassuolo,3,5.33,5.33,0,0,0,0,0,0,0,0,0,0
581,D,Dd;E,Faraoni,Udinese,5,5.5,5.3,0,0,0,0,0,0,0,2,0,0
582,D,Ds;E,Gabriel Silva,Udinese,4,5.25,5,0,0,0,0,0,0,0,2,0,0
587,D,Dc,Wague,Udinese,6,5.42,5.25,0,0,0,0,0,0,0,2,0,0
653,D,Dd;E,Zambelli,Empoli,8,5.62,5.56,0,0,0,0,0,0,0,1,0,0
709,D,Dc,Cosic,Empoli,13,5.54,5.5,0,0,0,0,0,0,0,1,0,0
714,D,Dd;E,Morganella,Palermo,9,5.06,4.89,0,0,0,0,0,0,0,3,0,0
765,D,Dd;Dc,Ajeti,Torino,4,5.38,5.62,1,0,0,0,0,0,0,0,0,1
770,D,Dd;Ds;E,Pezzella Giu.,Palermo,10,5.35,5.3,0,0,0,0,0,0,0,1,0,0
805,D,Dd;E,Fiamozzi,Genoa,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
817,D,Ds;E,Costa F,Chievo,1,5,5,0,0,0,0,0,0,0,0,0,0
1856,D,Dc,Boldor,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,D,Ds;Dc,Capuano,Cagliari,11,5.55,5.73,1,0,0,0,0,0,0,0,1,0
1867,D,Dc,Krajnc,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,D,Dc,Claiton,Crotone,9,5.28,5.17,0,0,0,0,0,0,0,2,0,0
1900,D,Dd;E,Zampano G,Crotone,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,D,Dd;E,Diks,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,D,Dc,Yao,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,D,Ds;E,Mazzotta,Pescara,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,D,Dd;E,Vitturini,Pescara,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
1966,D,Ds;E,Seck M.,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,D,Dc,Musavu-King,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,D,Dc,Rajkovic,Palermo,4,5.5,5.25,0,0,0,0,0,0,0,0,1,0
2055,D,Ds;Dc,Vermaelen,Roma,6,5.5,5.42,0,0,0,0,0,0,0,1,0,0
