Voti Fantacalcio 25ª giornata di campionato,,,,,,,,,,,,
Solo su www.fantacalcio.it i voti ufficiali per la tua lega,,,,,,,,,,,,
QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET,,,,,,,,,,,,
E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT,,,,,,,,,,,,
Atalanta,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6893,D,Kempf,6,0,0,0,0,0,0,0,0,0
6944,D,Jack,6*,0,0,0,0,0,0,0,0,0
7014,D,Smolcic I.,7,0,0,0,0,0,0,0,0,0
4486,C,Strefezza,6.5,0,0,0,0,0,0,0,0,0
4658,C,Ikone',6*,0,0,0,0,0,0,0,0,0
5036,C,Caqueret,7,0,0,0,0,0,0,0,0,1
5559,C,Da Cunha,6.5,0,0,0,0,0,0,0,0,1
6151,C,Perrone,6,0,0,0,0,0,0,1,0,0
6676,C,Engelhardt,6*,0,0,0,0,0,0,0,0,0
6875,C,Paz N.,7.5,1,0,0,0,0,0,0,0,0
6967,C,Diao,7.5,1,0,0,0,0,0,0,0,0
7017,A,Douvikas,6,0,0,0,0,0,0,0,0,0
2485,ALL,Fabregas,7,0,0,0,0,0,0,0,0,0
Empoli,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2211,P,Silvestri,5.5,0,3,0,0,0,0,0,0,0
358,D,De Sciglio,6,0,0,0,0,0,0,0,0,0
770,D,Pezzella Giu.,5.5,0,0,0,0,0,0,0,0,0
5804,D,Cacace,6,0,0,0,0,0,0,0,0,0
5856,D,Sambia,6,0,0,0,0,0,0,0,0,0
6537,D,Goglichidze,5,0,0,0,0,0,0,0,0,0
27,C,Grassi,5.5,0,0,0,0,0,0,0,0,0
4376,C,Zurkowski,6,0,0,0,0,0,0,0,0,0
4498,C,Henderson L.,5.5,0,0,0,0,0,0,0,0,0
4992,C,Gyasi,6,0,0,0,0,0,0,0,0,0
5397,C,Kovalenko,6*,0,0,0,0,0,0,0,0,0
5457,C,Maleh,5,0,0,0,0,0,0,0,0,0
2762,A,Kouame',5,0,0,0,0,0,0,0,0,0
4463,A,Esposito Se.,6,0,0,0,0,0,0,0,0,0
4923,A,Colombo,6,0,0,0,0,0,0,0,0,0
6935,A,Konate Is.,6*,0,0,0,0,0,0,0,0,0
2824,ALL,D'Aversa,5,0,0,0,0,0,0,0,0,0
Fiorentina,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2521,P,De Gea,6,0,2,0,0,0,0,0,0,0
2160,D,Gosens,5.5,0,0,0,0,0,0,1,0,0
4378,D,Ranieri L.,5.5,0,0,0,0,0,0,0,0,0
5449,D,Parisi,6,0,0,0,0,0,0,0,0,0
5603,D,Pongracic,6,0,0,0,0,0,0,0,0,0
5885,D,Dodo',5.5,0,0,0,0,0,0,0,0,0
333,C,Cataldi,5.5,0,0,0,0,0,0,0,0,0
1933,C,Mandragora,5.5,0,0,0,0,0,0,0,0,0
2766,C,Zaniolo,6,0,0,0,0,0,0,0,0,0
4465,C,Fagioli,5.5,0,0,0,0,0,0,0,0,0
5878,C,Colpani,5,0,0,0,0,0,0,0,0,0
6252,C,Folorunsho,5.5,0,0,0,0,0,0,1,0,0
6294,C,Ndour,6,0,0,0,0,0,0,0,0,0
6804,C,Richardson,5.5,0,0,0,0,0,0,0,0,0
5800,A,Gudmundsson A.,5.5,0,0,0,0,0,0,1,0,0
6409,A,Beltran L.,5,0,0,0,0,0,0,0,0,0
1909,ALL,Palladino,5,0,0,0,0,0,0,0,0,0
Genoa,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
188,P,Leali,6.5,0,0,0,0,0,0,0,0,0
2285,D,Bani,6,0,0,0,0,0,0,1,0,0
2593,D,Martin,6.5,0,0,0,0,0,0,0,0,0
5514,D,Vasquez,6.5,0,0,0,0,0,0,0,0,0
5739,D,De Winter,6,0,0,0,0,0,0,0,0,0
4677,C,Cornet,7,1,0,0,0,0,0,0,0,0
4970,C,Messias,5.5,0,0,0,0,0,0,0,0,0
5791,C,Frendrup,6,0,0,0,0,0,0,0,0,0
5813,C,Miretti,5.5,0,0,0,0,0,0,0,0,0
6538,C,Onana J.,6*,0,0,0,0,0,0,0,0,0
6917,C,Masini,6.5,0,0,0,0,0,0,0,0,0
2038,A,Pinamonti,7.5,1,0,0,0,0,0,0,0,0
5506,A,Ekuban,7,0,0,0,0,0,0,0,0,2
6164,A,Vitinha O.,5.5,0,0,0,0,0,0,0,0,0
6822,A,Ekhator,6,0,0,0,0,0,0,0,0,0
6943,ALL,Vieira P.,6.5,0,0,0,0,0,0,0,0,0
Inter,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2428,P,Sommer,6.5,0,1,0,0,0,0,0,0,0
254,D,Dimarco,6,0,0,0,0,0,0,0,0,0
513,D,Acerbi,6,0,0,0,0,0,0,0,0,0
2120,D,Bastoni,6.5,0,0,0,0,0,0,0,0,0
4177,D,Pavard,6.5,0,0,0,0,0,0,0,0,0
5513,D,Dumfries,7,0,0,0,0,0,0,0,0,0
5877,D,Carlos Augusto,5.5,0,0,0,0,0,0,0,0,0
152,C,Zielinski,6*,0,0,0,0,0,0,0,0,0
1870,C,Barella,6.5,0,0,0,0,0,0,1,0,0
2194,C,Calhanoglu,5.5,0,0,0,0,0,0,0,0,0
2529,C,Mkhitaryan,5.5,0,0,0,0,0,0,0,0,0
5422,C,Zalewski,6,0,0,0,0,0,0,0,0,0
495,A,Correa,6*,0,0,0,0,0,0,0,0,0
2764,A,Martinez L.,5,0,0,0,0,0,0,0,0,0
4871,A,Thuram,5.5,0,0,0,0,0,0,0,0,0
6628,A,Taremi,5.5,0,0,0,0,0,0,0,0,0
826,ALL,Inzaghi S.,5.5,0,0,0,0,0,0,0,0,0
Juventus,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
5876,P,Di Gregorio,6,0,0,0,0,0,0,0,0,0
5520,D,Cambiaso,6,0,0,0,0,0,0,0,0,0
5831,D,Gatti,6.5,0,0,0,0,0,0,0,0,0
6802,D,Savona,5,0,0,0,0,0,0,0,0,0
827,C,Locatelli,6,0,0,0,0,0,0,0,0,0
4662,C,Weah,6,0,0,0,0,0,0,0,0,0
4973,C,McKennie,5.5,0,0,0,0,0,0,0,0,0
5562,C,Thuram K.,6.5,0,0,0,0,0,0,0,0,0
5685,C,Koopmeiners,6,0,0,0,0,0,0,0,0,0
6761,C,Veiga R.,6.5,0,0,0,0,0,0,0,0,0
6884,C,Conceicao,7,1,0,0,0,0,0,1,0,0
4179,A,Gonzalez N.,6.5,0,0,0,0,0,0,0,0,0
5951,A,Kolo Muani,6.5,0,0,0,0,0,0,0,0,1
6434,A,Yildiz,6*,0,0,0,0,0,0,0,0,0
4861,ALL,Thiago Motta,7,0,0,0,0,0,0,0,0,0
Lazio,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2814,P,Provedel,5.5,0,2,0,0,0,0,0,0,0
460,D,Romagnoli,5.5,0,0,0,0,0,0,0,0,0
2188,D,Marusic,5,0,0,0,0,0,1,0,0,0
2263,D,Lazzari,6*,0,0,0,0,0,0,0,0,0
5620,D,Tavares N.,6.5,0,0,0,0,0,0,0,0,0
5833,D,Gila,6,0,0,0,0,0,0,0,0,0
632,C,Zaccagni,7,0,0,0,0,0,0,1,0,1
4186,C,Guendouzi,6,0,0,0,0,0,0,0,0,0
4459,C,Rovella,6,0,0,0,0,0,0,1,0,0
5919,C,Tchaouna,6*,0,0,0,0,0,0,0,0,0
2489,A,Pedro,6,0,0,0,0,0,0,0,0,0
5672,A,Dia,7,1,0,0,0,0,0,0,0,0
6226,A,Castellanos,6,0,0,0,0,0,0,0,0,0
6398,A,Isaksen,7,1,0,0,0,0,0,0,0,0
6556,A,Noslin,6,0,0,0,0,0,0,0,0,0
2248,ALL,Baroni,6.5,0,0,0,0,0,0,0,0,0
Lecce,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2134,P,Falcone,6.5,0,0,0,0,0,0,0,0,0
4502,D,Gallo,6.5,0,0,0,0,0,0,0,0,0
5626,D,Guilbert,6.5,0,0,0,0,0,0,0,0,0
5835,D,Baschirotto,6,0,0,0,0,0,0,0,0,0
6883,D,Jean,6,0,0,0,0,0,0,0,0,0
6990,D,Veiga D.,6,0,0,0,0,0,0,0,0,0
5504,C,Coulibaly L.,6,0,0,0,0,0,0,0,0,0
5872,C,Helgason,6.5,0,0,0,0,0,0,0,0,0
6394,C,Ramadani,6,0,0,0,0,0,0,1,0,0
6633,C,Pierret,6,0,0,0,0,0,0,0,0,0
6634,C,Tete Morente,5.5,0,0,0,0,0,0,0,0,0
186,A,Rebic,6*,0,0,0,0,0,0,0,0,0
6435,A,Krstovic,5.5,0,0,0,0,0,0,0,0,0
6549,A,Pierotti,6,0,0,0,0,0,0,1,0,0
7001,A,N'Dri,6*,0,0,0,0,0,0,0,0,0
681,ALL,Giampaolo,6,0,0,0,0,0,0,0,0,0
Milan,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4312,P,Maignan,6,0,0,0,0,0,0,0,0,0
2515,D,Walker,6.5,0,0,0,0,0,0,0,0,0
4292,D,Hernandez T.,6,0,0,0,0,0,0,0,0,0
4401,D,Gabbia,6,0,0,0,0,0,0,0,0,0
5812,D,Terracciano F.,6*,0,0,0,0,0,0,0,0,0
6055,D,Thiaw,6,0,0,0,0,0,0,0,0,0
6531,D,Jimenez A.,6.5,0,0,0,0,0,0,1,0,0
2423,C,Pulisic,6,0,0,0,0,0,0,0,0,0
2839,C,Sottil,5.5,0,0,0,0,0,0,0,0,0
4686,C,Fofana Y.,6,0,0,0,0,0,0,0,0,0
5295,C,Musah,5.5,0,0,0,0,0,0,1,0,0
6224,C,Reijnders,6,0,0,0,0,0,0,0,0,0
2544,A,Abraham,6*,0,0,0,0,0,0,0,0,0
4510,A,Leao,6.5,0,0,0,0,0,0,0,0,1
4811,A,Joao Felix,6,0,0,0,0,0,0,0,0,0
7008,A,Gimenez,7,1,0,0,0,0,0,1,0,0
6960,ALL,Conceicao S.,6.5,0,0,0,0,0,0,0,0,0
Monza,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4867,P,Turati,6.5,0,0,0,0,0,0,0,0,0
226,D,Izzo,6.5,0,0,0,0,0,0,1,0,0
253,D,D'Ambrosio,5.5,0,0,0,0,0,0,0,0,0
729,D,Pereira P.,5.5,0,0,0,0,0,0,1,0,0
4530,D,Kyriakopoulos,5.5,0,0,0,0,0,0,0,0,0
4925,D,Carboni A.,6,0,0,0,0,0,0,0,0,0
6993,D,Brorsson,6*,0,0,0,0,0,0,0,0,0
5425,C,Urbanski,6,0,0,0,0,0,0,0,0,0
5516,C,Bianco,6,0,0,0,0,0,0,0,0,0
5880,C,Ciurria,5.5,0,0,0,0,0,0,0,0,0
6524,C,Zeroli,5.5,0,0,0,0,0,0,0,0,0
6920,C,Martins K.,6*,0,0,0,0,0,0,0,0,0
345,A,Keita B.,6*,0,0,0,0,0,0,0,0,0
1958,A,Caprari,6.5,0,0,0,0,0,0,0,0,0
5882,A,Mota,5.5,0,0,0,0,0,0,0,0,0
7002,A,Ganvoula,5,0,0,0,0,0,0,0,0,0
6621,ALL,Nesta,6,0,0,0,0,0,0,0,0,0
Napoli,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
572,P,Meret,6,0,2,0,0,0,0,0,0,0
256,D,Juan Jesus,5.5,0,0,0,0,0,0,1,0,0
2724,D,Buongiorno,6,0,0,0,0,0,0,0,0,0
2816,D,Di Lorenzo,5.5,0,0,0,0,0,0,0,0,0
4409,D,Rrahmani,5.5,0,0,0,0,0,0,0,0,0
5481,D,Mazzocchi,5.5,0,0,0,0,0,0,0,0,0
6638,D,Marin R.,6*,0,0,0,0,0,0,0,0,0
536,C,Politano,6,0,0,0,0,0,0,0,0,0
4220,C,Zambo Anguissa,6.5,0,0,0,0,0,0,1,0,0
4287,C,Lobotka,6,0,0,0,0,0,0,0,0,0
4777,C,McTominay,6.5,0,0,0,0,0,0,0,0,0
2531,A,Lukaku,6.5,0,0,0,0,0,0,0,0,1
4371,A,Raspadori,7,1,0,0,0,0,0,0,0,0
4416,ALL,Conte,6,0,0,0,0,0,0,0,0,0
Parma,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6641,P,Suzuki,7,0,1,0,0,0,0,0,0,0
5353,D,Balogh,5.5,0,0,0,0,0,0,1,0,0
5862,D,Valeri,5.5,0,0,0,0,0,0,0,0,0
6245,D,Vogliacco,6,0,0,0,0,0,0,0,0,0
6664,D,Delprato,6,0,0,0,0,0,0,0,0,0
6887,D,Leoni,4.5,0,0,0,0,0,0,0,1,0
6965,D,Lovik,6,0,0,0,0,0,0,0,0,0
5319,C,Sohm,6,0,0,0,0,0,0,0,0,0
5393,C,Man,6,0,0,0,0,0,0,0,0,0
5421,C,Camara D.,6,0,0,0,0,0,0,0,0,0
6666,C,Bernabe',5.5,0,0,0,0,0,0,0,0,0
6898,C,Keita M.,5.5,0,0,0,0,0,0,0,0,0
6984,C,Ondrejka,6,0,0,0,0,0,0,0,0,0
5500,A,Cancellieri,6,0,0,0,0,0,0,0,0,0
6207,A,Almqvist,6,0,0,0,0,0,0,1,0,0
6669,A,Bonny,5.5,0,0,0,0,0,0,0,0,0
2282,ALL,Pecchia,6,0,0,0,0,0,0,0,0,0
Roma,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
5841,P,Svilar,6,0,0,0,0,0,0,0,0,0
2296,D,Mancini,6.5,0,0,0,0,0,0,0,0,0
4317,D,N'Dicka,6.5,0,0,0,0,0,0,0,0,0
4657,D,Celik,6,0,0,0,0,0,0,0,0,0
4772,D,Angelino,6,0,0,0,0,0,0,0,0,0
7018,D,Nelsson,6,0,0,0,0,0,0,0,0,0
7020,D,Salah-Eddine,5,0,0,0,0,0,0,0,0,0
468,C,Paredes,6,0,0,0,0,0,0,0,0,0
530,C,Pellegrini Lo.,6,0,0,0,0,0,0,1,0,0
4892,C,Saelemaekers,6,0,0,0,0,0,0,0,0,0
5589,C,Kone' M.,6.5,0,0,0,0,0,0,0,0,0
5823,C,Baldanzi,6,0,0,0,0,0,0,0,0,0
6190,C,Pisilli,6*,0,0,0,0,0,0,0,0,0
7019,C,Gourna-Douath,6,0,0,0,0,0,0,1,0,0
5311,A,Shomurodov,6,0,0,0,0,0,0,0,0,0
5734,A,Soule',7.5,1,0,0,0,0,0,1,0,0
4350,ALL,Ranieri C.,6.5,0,0,0,0,0,0,0,0,0
Torino,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
2170,P,Milinkovic-Savic V.,6,0,3,0,0,0,0,0,0,0
49,D,Masina,6*,0,0,0,0,0,0,1,0,0
252,D,Biraghi,5,0,0,0,0,0,1,0,0,0
4374,D,Walukiewicz,5.5,0,0,0,0,0,0,0,0,0
4385,D,Lazaro,5.5,0,0,0,0,0,0,0,0,0
4665,D,Maripan,5.5,0,0,0,0,0,0,0,0,0
6426,D,Pedersen,5.5,0,0,0,0,0,0,0,0,0
6642,D,Coco,5,0,0,0,0,0,0,0,0,0
6820,D,Sosa B.,5.5,0,0,0,0,0,0,0,0,0
2008,C,Linetty,5.5,0,0,0,0,0,0,1,0,0
4479,C,Elmas,7,1,0,0,0,0,0,0,0,0
5687,C,Vlasic,6.5,1,0,0,0,0,0,0,0,0
5888,C,Casadei,5.5,0,0,0,0,0,0,0,0,0
6170,C,Gineitis,6,0,0,0,0,0,0,1,0,0
2325,A,Karamoh,5,0,0,0,0,0,0,1,0,0
6646,A,Adams C.,5,0,0,0,0,0,0,0,0,1
6619,ALL,Vanoli,6,0,0,0,0,0,0,0,0,0
Udinese,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
6842,P,Sava,6.5,0,0,0,0,0,0,0,0,0
5555,D,Kamara H.,6,0,0,0,0,0,0,0,0,0
5847,D,Bijol,6,0,0,0,0,0,0,0,0,0
6047,D,Ehizibue,6,0,0,0,0,0,0,0,0,0
6956,D,Solet,6.5,0,0,0,0,0,0,0,0,0
5824,C,Pafundi,6*,0,0,0,0,0,0,0,0,0
5850,C,Lovric,6.5,0,0,0,0,0,0,0,0,0
6481,C,Payero,6.5,0,0,0,0,0,0,0,0,1
6680,C,Karlstrom,6,0,0,0,0,0,0,0,0,0
6684,C,Ekkelenkamp,7.5,2,0,0,0,0,0,0,0,0
6900,C,Rui Modesto,6,0,0,0,0,0,0,0,0,0
6908,C,Atta,6.5,0,0,0,0,0,0,0,0,0
2369,A,Thauvin,7,1,0,0,0,0,0,0,0,0
2475,A,Sanchez,6,0,0,0,0,0,0,0,0,0
6215,A,Lucca,6,0,0,0,0,0,0,0,0,0
6653,A,Bravo,6*,0,0,0,0,0,0,0,0,0
6623,ALL,Runjaic,7,0,0,0,0,0,0,0,0,0
Venezia,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
1843,P,Radu I.,6,0,2,0,0,0,0,0,0,0
1952,D,Zampano,5.5,0,0,0,0,0,0,0,0,0
6672,D,Idzes,5.5,0,0,0,0,0,0,0,0,0
6892,D,Schingtienne,5.5,0,0,0,0,0,0,0,0,0
6985,D,Candè,5.5,0,0,0,0,0,0,0,0,0
4349,C,Nicolussi Caviglia,6,0,0,0,0,0,0,0,0,0
5507,C,Busio,5.5,0,0,0,0,0,0,0,0,0
5998,C,Zerbin,5.5,0,0,0,0,0,0,0,0,0
6020,C,Ellertsson,6,0,0,0,0,0,0,0,0,0
6218,C,Oristanio,6,0,0,0,0,0,0,0,0,0
6683,C,Doumbia I.,6*,0,0,0,0,0,0,0,0,0
6904,C,Yeboah J.,5.5,0,0,0,0,0,0,0,0,0
6994,C,Perez K.,6,0,0,0,0,0,0,1,0,0
5881,A,Gytkjaer,6*,0,0,0,0,0,0,0,0,0
6250,A,Maric,5.5,0,0,0,0,0,0,0,0,0
7022,A,Fila,5.5,0,0,0,0,0,0,0,0,0
691,ALL,Di Francesco,5.5,0,0,0,0,0,0,0,0,0
Verona,,,,,,,,,,,,
Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
4957,P,Montipo',6.5,0,1,0,0,0,0,0,0,0
4493,D,Dawidowicz,6,0,0,0,0,0,0,0,0,0
5532,D,Bradaric,6,0,0,0,0,0,0,1,0,0
5764,D,Coppola D.,6,0,0,0,0,0,0,1,0,0
6480,D,Tchatchoua,5.5,0,0,0,0,0,0,0,0,0
6957,D,Valentini N.,5,0,0,0,0,0,0,0,0,0
6992,D,Oyegoke,6*,0,0,0,0,0,0,0,0,0
236,C,Lazovic,6,0,0,0,0,0,0,0,0,0
2117,C,Kastanos,5.5,0,0,0,0,0,0,0,0,0
4342,C,Duda,5.5,0,0,0,0,0,0,1,0,0
5540,C,Niasse,5.5,0,0,0,0,0,0,1,0,0
6486,C,Suslov,5.5,0,0,0,0,0,0,0,0,0
6618,C,Cisse' A.,6*,0,0,0,0,0,0,0,0,0
7028,C,Bernede,6*,0,0,0,0,0,0,0,0,0
6159,A,Sarr A.,6,0,0,0,0,0,0,0,0,0
6630,A,Mosquera,6,0,0,0,0,0,0,0,0,0
5497,ALL,Zanetti,6,0,0,0,0,0,0,0,0,0
