"Voti Fantacalcio 21ª giornata di campionato","","","","","","","","","","","",""
"Solo su www.fantacalcio.it i voti ufficiali per la tua lega","","","","","","","","","","","",""
"QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET","","","","","","","","","","","",""
"E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT","","","","","","","","","","","",""
"Atalanta","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"4431","P","Carnesecchi","6","0","3","0","0","0","0","0","0","0"
"554","D","Zappacosta","6","0","0","0","0","0","0","0","0","0"
"787","D","Djimsiti","5","0","0","0","0","0","0","1","0","0"
"4887","D","Bellanova","6","0","0","0","0","0","0","0","0","0"
"5354","D","Ruggeri","5.5","0","0","0","0","0","0","1","0","0"
"5526","D","Scalvini","5","0","0","0","0","0","0","1","0","0"
"6046","D","Hien","5.5","0","0","0","0","0","0","1","0","0"
"22","C","De Roon","6.5","0","0","0","0","0","0","0","0","0"
"2077","C","Pasalic","6","0","0","0","0","0","0","0","0","0"
"2766","C","Zaniolo","6","0","0","0","0","0","0","0","0","0"
"4947","C","Brescianini","6*","0","0","0","0","0","0","0","0","0"
"5119","C","Samardzic","6","0","0","0","0","0","0","0","0","0"
"5792","C","Ederson D.s.","5.5","0","0","0","0","0","0","0","0","0"
"4730","A","Lookman","7","1","0","0","0","0","0","0","0","0"
"5995","A","De Ketelaere","5.5","0","0","0","0","0","0","0","0","0"
"6228","A","Retegui","7.5","1","0","0","0","0","0","0","0","0"
"684","ALL","Gasperini","5.5","0","0","0","0","0","0","0","0","0"
"Bologna","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"2722","P","Ravaglia F.","6","0","1","0","0","0","0","0","0","0"
"487","D","De Silvestri","6","0","0","0","0","0","0","0","0","0"
"2653","D","Lykogiannis","6.5","0","0","0","0","0","0","0","0","1"
"4734","D","Miranda J.","6","0","0","0","0","0","0","0","0","0"
"6042","D","Lucumi'","6","0","0","0","0","0","0","0","0","0"
"6066","D","Posch","6","0","0","0","0","0","0","0","0","0"
"6202","D","Beukema","6","0","0","0","0","0","0","0","0","0"
"788","C","Freuler","6","0","0","0","0","0","0","0","0","0"
"2167","C","Orsolini","8","1","0","0","0","0","0","0","0","1"
"5564","C","Ndoye","6","0","0","0","0","0","0","0","0","0"
"5858","C","Ferguson","6.5","0","0","0","0","0","0","0","0","0"
"6206","C","Fabbian","6*","0","0","0","0","0","0","0","0","0"
"2765","A","Odgaard","7","1","0","0","0","0","0","0","0","0"
"6572","A","Castro S.","7","1","0","0","0","0","0","1","0","0"
"6643","A","Dallinga","6","0","0","0","0","0","0","0","0","0"
"6895","A","Dominguez B.","6.5","0","0","0","0","0","0","0","0","1"
"4993","ALL","Italiano","7","0","0","0","0","0","0","0","0","0"
"Cagliari","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"4360","P","Caprile","6","0","1","0","0","0","0","0","0","0"
"393","D","Luperto","7","1","0","0","0","0","0","0","0","0"
"4210","D","Mina","6.5","0","0","0","0","0","0","0","0","0"
"4421","D","Augello","6.5","0","0","0","0","0","0","0","0","1"
"4433","D","Zortea","7","1","0","0","0","0","0","1","0","0"
"4461","D","Zappa","6","0","0","0","0","0","0","0","0","0"
"5701","D","Obert","7","1","0","0","0","0","0","0","0","0"
"440","C","Viola","5.5","0","0","0","0","0","0","0","0","0"
"1871","C","Deiola","7","0","0","0","0","0","0","1","0","1"
"4364","C","Gaetano","7","1","0","0","0","0","0","0","0","0"
"4870","C","Adopo","5.5","0","0","0","0","0","0","1","0","0"
"4965","C","Marin","7.5","0","0","0","0","0","0","0","0","2"
"6232","C","Makoumbou","5.5","0","0","0","0","0","0","0","0","0"
"6640","C","Felici","5.5","0","0","0","0","0","0","0","0","0"
"247","A","Pavoletti","6*","0","0","0","0","0","0","0","0","0"
"4359","A","Piccoli","6","0","0","0","0","0","0","0","0","0"
"1911","ALL","Nicola","7.5","0","0","0","0","0","0","0","0","0"
"Como","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"6966","P","Butez","6","0","1","0","0","0","0","0","0","0"
"418","D","Goldaniga","5","0","0","0","0","0","0","0","1","0"
"6230","D","Dossena","6.5","0","0","0","0","0","0","0","0","1"
"6654","D","Iovine","5","0","0","0","0","0","0","0","0","0"
"6893","D","Kempf","6.5","0","0","0","0","0","0","0","0","0"
"6896","D","Van Der Brempt","6","0","0","0","0","0","0","0","0","0"
"6944","D","Jack","6","0","0","0","0","0","0","0","0","0"
"4486","C","Strefezza","7","1","0","0","0","0","0","0","0","1"
"5036","C","Caqueret","6.5","0","0","0","0","0","0","0","0","0"
"5559","C","Da Cunha","6","0","0","0","0","0","0","0","0","0"
"6151","C","Perrone","6*","0","0","0","0","0","0","0","0","0"
"6676","C","Engelhardt","6.5","0","0","0","0","0","0","0","0","1"
"6815","C","Fadera","7","0","0","0","0","0","0","0","0","0"
"6875","C","Paz N.","7","1","0","0","0","0","0","0","0","0"
"6967","C","Diao","7.5","1","0","0","0","0","0","0","0","0"
"2155","A","Cutrone","6","0","0","0","0","0","0","0","0","0"
"2485","ALL","Fabregas","7.5","0","0","0","0","0","0","1","0","0"
"Empoli","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"6125","P","Vasquez D.","6","0","3","0","0","0","0","0","0","0"
"358","D","De Sciglio","5.5","0","0","0","0","0","0","0","0","0"
"770","D","Pezzella Giu.","6","0","0","0","0","0","0","0","0","0"
"5010","D","Ismajli","5.5","0","0","0","0","0","0","0","0","0"
"5718","D","Viti","6","0","0","0","0","0","0","0","0","0"
"5804","D","Cacace","5.5","0","0","0","0","0","0","0","0","0"
"5856","D","Sambia","6*","0","0","0","0","0","0","0","0","0"
"6537","D","Goglichidze","5.5","0","0","0","0","0","0","0","0","0"
"27","C","Grassi","6","0","0","0","0","0","0","0","0","0"
"4376","C","Zurkowski","6*","0","0","0","0","0","0","0","0","0"
"4498","C","Henderson L.","6.5","0","0","0","0","0","0","0","0","1"
"4992","C","Gyasi","5","0","0","0","0","0","0","0","0","0"
"5457","C","Maleh","6","0","0","0","0","0","0","0","0","0"
"6010","C","Fazzini","5.5","0","0","0","0","0","0","0","0","0"
"4463","A","Esposito Se.","7","1","0","0","0","0","0","0","0","0"
"4923","A","Colombo","5.5","0","0","0","0","0","0","0","0","0"
"2824","ALL","D'Aversa","5.5","0","0","0","0","0","0","1","0","0"
"Fiorentina","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"2521","P","De Gea","6","0","1","0","0","0","0","0","0","0"
"2160","D","Gosens","6","0","0","0","0","0","0","1","0","0"
"4378","D","Ranieri L.","6","0","0","0","0","0","0","0","0","0"
"5885","D","Dodo'","6","0","0","0","0","0","0","0","0","0"
"6495","D","Comuzzo","5","0","0","0","0","0","0","0","0","0"
"1933","C","Mandragora","6","0","0","0","0","0","0","0","0","0"
"2839","C","Sottil","6","0","0","0","0","0","0","0","0","0"
"5875","C","Adli","5","0","0","0","0","0","0","0","0","0"
"5878","C","Colpani","6","0","0","0","0","0","0","0","0","0"
"6252","C","Folorunsho","6.5","0","0","0","0","0","0","1","0","0"
"2097","A","Kean","6.5","1","0","0","0","0","0","1","0","0"
"2762","A","Kouame'","6*","0","0","0","0","0","0","0","0","0"
"5800","A","Gudmundsson A.","6","0","0","0","0","0","0","0","0","0"
"6409","A","Beltran L.","5.5","0","0","0","0","0","0","0","0","0"
"1909","ALL","Palladino","5","0","0","0","0","0","0","0","0","0"
"Genoa","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"188","P","Leali","5.5","0","3","0","0","0","1","0","0","0"
"791","D","Sabelli","5.5","0","0","0","0","0","0","0","0","0"
"2285","D","Bani","5","0","0","0","0","0","0","0","0","0"
"2593","D","Martin","5.5","0","0","0","0","0","0","0","0","0"
"5514","D","Vasquez","5.5","0","0","0","0","0","0","1","0","0"
"5527","D","Zanoli","6","0","0","0","0","0","0","0","0","0"
"5739","D","De Winter","5","0","0","0","0","0","0","0","0","0"
"4404","C","Thorsby","6","0","0","0","0","0","0","0","0","0"
"5791","C","Frendrup","5.5","0","0","0","0","0","0","0","0","0"
"5813","C","Miretti","6","0","0","0","0","0","0","0","0","1"
"6917","C","Masini","6.5","1","0","0","0","0","0","0","0","0"
"6922","C","Kasa","6*","0","0","0","0","0","0","0","0","0"
"6980","C","Venturino","6","0","0","0","0","0","0","0","0","0"
"2038","A","Pinamonti","5.5","0","0","0","0","0","0","0","0","0"
"6822","A","Ekhator","6","0","0","0","0","0","0","0","0","0"
"6943","ALL","Vieira P.","5.5","0","0","0","0","0","0","0","0","0"
"Inter","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"2428","P","Sommer","5.5","0","1","0","0","0","0","0","0","0"
"254","D","Dimarco","6","0","0","0","0","0","0","0","0","0"
"322","D","De Vrij","5.5","0","0","0","0","0","0","0","0","0"
"2120","D","Bastoni","6*","0","0","0","0","0","0","0","0","0"
"2525","D","Darmian","6*","0","0","0","0","0","0","0","0","0"
"4177","D","Pavard","6","0","0","0","0","0","0","0","0","0"
"5513","D","Dumfries","7","1","0","0","0","0","0","0","0","0"
"5877","D","Carlos Augusto","6.5","0","0","0","0","0","0","0","0","0"
"152","C","Zielinski","5.5","0","0","0","0","0","0","0","0","0"
"1870","C","Barella","6.5","0","0","0","0","0","0","0","0","1"
"2529","C","Mkhitaryan","6","0","0","0","0","0","0","0","0","0"
"5719","C","Asllani","6.5","0","0","0","0","0","0","0","0","1"
"2764","A","Martinez L.","7","1","0","0","0","0","0","0","0","0"
"4268","A","Arnautovic","6.5","0","0","0","0","0","0","0","0","1"
"4871","A","Thuram","7","1","0","0","0","0","0","0","0","0"
"6628","A","Taremi","5.5","0","0","0","0","0","0","0","0","0"
"826","ALL","Inzaghi S.","7","0","0","0","0","0","0","0","0","0"
"Juventus","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"5876","P","Di Gregorio","6","0","0","0","0","0","0","0","0","0"
"4976","D","Kalulu","6.5","0","0","0","0","0","0","0","0","0"
"5520","D","Cambiaso","6","0","0","0","0","0","0","0","0","0"
"5831","D","Gatti","6.5","0","0","0","0","0","0","0","0","0"
"827","C","Locatelli","6.5","0","0","0","0","0","0","0","0","0"
"4465","C","Fagioli","6*","0","0","0","0","0","0","0","0","0"
"4662","C","Weah","7","1","0","0","0","0","0","0","0","0"
"4911","C","Douglas Luiz","6","0","0","0","0","0","0","0","0","0"
"4973","C","McKennie","6","0","0","0","0","0","0","0","0","0"
"5562","C","Thuram K.","7","0","0","0","0","0","0","0","0","1"
"5685","C","Koopmeiners","6.5","0","0","0","0","0","0","0","0","0"
"6677","C","Adzic","6*","0","0","0","0","0","0","0","0","0"
"2841","A","Vlahovic","6*","0","0","0","0","0","0","0","0","0"
"4179","A","Gonzalez N.","6","0","0","0","0","0","0","0","0","1"
"6434","A","Yildiz","6.5","0","0","0","0","0","0","0","0","0"
"6833","A","Mbangula","7.5","1","0","0","0","0","0","0","0","0"
"4861","ALL","Thiago Motta","7","0","0","0","0","0","0","0","0","0"
"Lazio","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"2814","P","Provedel","6.5","0","0","0","0","0","0","0","0","0"
"140","D","Hysaj","6","0","0","0","0","0","0","0","0","0"
"460","D","Romagnoli","6","0","0","0","0","0","0","0","0","0"
"2728","D","Pellegrini Lu.","6","0","0","0","0","0","0","0","0","0"
"5620","D","Tavares N.","6.5","0","0","0","0","0","0","1","0","0"
"5833","D","Gila","6.5","0","0","0","0","0","0","0","0","0"
"5899","D","Gigot","7","1","0","0","0","0","0","1","0","0"
"632","C","Zaccagni","7.5","1","0","0","0","0","0","0","0","1"
"4186","C","Guendouzi","7","0","0","0","0","0","0","0","0","1"
"4377","C","Castrovilli","6*","0","0","0","0","0","0","0","0","0"
"4459","C","Rovella","6.5","0","0","0","0","0","0","0","0","0"
"6629","C","Dele-Bashiru","6","0","0","0","0","0","0","0","0","0"
"2489","A","Pedro","6","0","0","0","0","0","0","0","0","0"
"5672","A","Dia","7.5","1","0","0","0","0","0","0","0","1"
"6226","A","Castellanos","6","0","0","0","0","0","0","0","0","0"
"6398","A","Isaksen","6.5","0","0","0","0","0","0","0","0","0"
"2248","ALL","Baroni","7","0","0","0","0","0","0","0","0","0"
"Lecce","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"2134","P","Falcone","6","0","4","0","0","0","0","0","0","0"
"2192","D","Bonifazi","4.5","0","0","0","0","0","0","0","0","0"
"5626","D","Guilbert","5","0","0","0","0","0","0","0","0","0"
"5835","D","Baschirotto","5.5","0","0","0","0","0","0","0","0","0"
"6257","D","Dorgu","5","0","0","0","0","0","0","0","0","0"
"6883","D","Jean","5","0","0","0","0","0","0","0","0","0"
"5504","C","Coulibaly L.","5.5","0","0","0","0","0","0","0","0","0"
"5872","C","Helgason","6.5","0","0","0","0","0","0","0","0","0"
"6394","C","Ramadani","5","0","0","0","0","0","0","0","0","0"
"6459","C","Karlsson","5.5","0","0","0","0","0","0","0","0","0"
"6633","C","Pierret","5.5","0","0","0","0","0","0","0","0","0"
"6634","C","Tete Morente","6","0","0","0","0","0","0","0","0","0"
"186","A","Rebic","4","0","0","0","0","0","0","0","1","0"
"6418","A","Burnete","5.5","0","0","0","0","0","0","0","0","0"
"6435","A","Krstovic","6","0","0","0","0","0","0","0","0","0"
"6549","A","Pierotti","7","1","0","0","0","0","0","1","0","0"
"681","ALL","Giampaolo","5","0","0","0","0","0","0","0","0","0"
"Milan","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"4312","P","Maignan","6","0","2","0","0","0","0","0","0","0"
"4292","D","Hernandez T.","5.5","0","0","0","0","0","0","0","0","0"
"4401","D","Gabbia","5.5","0","0","0","0","0","0","0","0","0"
"4751","D","Tomori","5","0","0","0","0","0","0","0","0","0"
"4816","D","Emerson Royal","5","0","0","0","0","0","0","1","0","0"
"5812","D","Terracciano F.","6*","0","0","0","0","0","0","0","0","0"
"6531","D","Jimenez A.","5.5","0","0","0","0","0","0","0","0","0"
"2818","C","Bennacer","5.5","0","0","0","0","0","0","1","0","0"
"4686","C","Fofana Y.","5.5","0","0","0","0","0","0","0","0","0"
"5295","C","Musah","5","0","0","0","0","0","0","0","0","0"
"6224","C","Reijnders","5.5","0","0","0","0","0","0","0","0","0"
"2438","A","Jovic","6*","0","0","0","0","0","0","0","0","0"
"2544","A","Abraham","5","0","0","0","0","0","0","0","0","0"
"4510","A","Leao","5.5","0","0","0","0","0","0","0","0","0"
"6519","A","Camarda","6","0","0","0","0","0","0","0","0","0"
"6960","ALL","Conceicao S.","5.5","0","0","0","0","0","0","0","0","0"
"Monza","","","","","","","","","","","",""
"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass"
"4867","P","Turati","6.5","0","3","0","0","0","0","0","0","0"
"226","D","Izzo","5","0","0","0","0","0","0","1","0","0"
"253","D","D'Ambrosio","5","0","0","0","0","0","0","0","0","0"
"4530","D","Kyriakopoulos","5","0","0","0","0","0","0","1","0","0"
"4925","D","Carboni A.","5.5","0","0","0","0","0","0","0","0","0"
"1978","C","Sensi","6*","0","0","0","0","0","0","0","0","0"
"4896","C","Maldini","6.5","1","0","0","0","0","0","0","0","0"
"5286","C","Akpa Akpro","5","0","0","0","0","0","0","1","0","0"
"5516","C","Bianco","5.5","0","0","0","0","0","0","0","0","0"
"5879","C","Vignato S.","5.5","0","0","0","0","0","0","0","0","0"
"5880","C","Ciurria","6","0","0","0","0","0","0","0","0","1"
"5992","C","Bondo","6","0","0","0","0","0","0","0","0","0"
"6592","C","Forson O.","6*","0","0","0","0","0","0","0","0","0"
"6920","C","Martins K.","6","0","0","0","0","0","0","0","0","0"
"1958","A","Caprari","5.5","0","0","0","0","0","0","0","0","0"
